,Sysnet
2044,Synset: ID is ENG30-07815956-n
19049,Synset: ID is ENG30-02156140-n
10673,Synset: ID is ENG30-02377181-n
16979,Synset: ID is ENG30-02652132-n
3753,Synset: ID is ENG30-11312120-n
7521,Synset: ID is ENG30-06603242-n
10897,Synset: ID is ENG30-02014553-v
1079,Synset: ID is ENG30-08272961-n
6532,Synset: ID is ENG30-09962414-n
9018,Synset: ID is ENG30-14008567-n
16825,Synset: ID is ENG30-02411427-n
17117,Synset: ID is ENG30-02966972-a
19026,Synset: ID is ENG30-12812121-n
18678,Synset: ID is ENG30-12605019-n
1868,Synset: ID is ENG30-02797692-n
1295,Synset: ID is ENG30-14985383-n
10231,Synset: ID is ENG30-05238036-n
13961,Synset: ID is ENG30-07868830-n
18772,Synset: ID is ENG30-14939755-n
10945,Synset: ID is ENG30-01926379-n
14274,Synset: ID is ENG30-04494204-n
1345,Synset: ID is ENG30-01591490-n
13480,Synset: ID is ENG30-05584486-n
9995,Synset: ID is ENG30-00088481-n
10443,Synset: ID is ENG30-11931756-n
15805,Synset: ID is ENG30-10162354-n
16962,Synset: ID is ENG30-09571390-n
16713,Synset: ID is ENG30-07670044-n
6670,Synset: ID is ENG30-03493333-n
11734,Synset: ID is ENG30-02495922-a
15173,Synset: ID is ENG30-07788885-n
8960,Synset: ID is ENG30-06986276-n
10701,Synset: ID is ENG30-00030358-n
18643,Synset: ID is ENG30-11909048-n
256,Synset: ID is ENG30-01822773-n
1837,Synset: ID is ENG30-00603298-v
8520,Synset: ID is ENG30-01828970-n
441,Synset: ID is ENG30-08817418-n
15746,Synset: ID is ENG30-01540844-v
10909,Synset: ID is ENG30-06842852-n
18684,Synset: ID is ENG30-10021892-n
18425,Synset: ID is ENG30-08778401-n
8721,Synset: ID is ENG30-09960891-n
3552,Synset: ID is ENG30-09268592-n
10756,Synset: ID is ENG30-02316392-n
2093,Synset: ID is ENG30-01395773-n
5567,Synset: ID is ENG30-09792896-n
3361,Synset: ID is ENG30-06844903-n
9927,Synset: ID is ENG30-02316649-v
10846,Synset: ID is ENG30-02306462-v
14824,Synset: ID is ENG30-14902733-n
832,Synset: ID is ENG30-03743902-n
1642,Synset: ID is ENG30-11905749-n
17489,Synset: ID is ENG30-12930044-n
2996,Synset: ID is ENG30-01682714-n
19348,Synset: ID is ENG30-04586761-n
16305,Synset: ID is ENG30-00327366-n
1604,Synset: ID is ENG30-13500860-n
15445,Synset: ID is ENG30-15076523-n
19387,Synset: ID is ENG30-00019448-v
15150,Synset: ID is ENG30-05474346-n
2175,Synset: ID is ENG30-07574923-n
4505,Synset: ID is ENG30-06289250-n
1537,Synset: ID is ENG30-04314216-n
4973,Synset: ID is ENG30-05322570-n
5676,Synset: ID is ENG30-00151497-n
15673,Synset: ID is ENG30-01150467-n
133,Synset: ID is ENG30-01073995-n
18489,Synset: ID is ENG30-10271216-n
3050,Synset: ID is ENG30-02442172-n
15403,Synset: ID is ENG30-13689984-n
10463,Synset: ID is ENG30-09500625-n
31,Synset: ID is ENG30-00183090-b
2151,Synset: ID is ENG30-08086356-n
1321,Synset: ID is ENG30-04375926-n
7420,Synset: ID is ENG30-07794159-n
663,Synset: ID is ENG30-10959223-n
12831,Synset: ID is ENG30-06547992-n
10582,Synset: ID is ENG30-06492939-n
1886,Synset: ID is ENG30-01036333-n
15883,Synset: ID is ENG30-11998648-n
6400,Synset: ID is ENG30-09557130-n
15422,Synset: ID is ENG30-05629381-n
5790,Synset: ID is ENG30-02215001-v
6089,Synset: ID is ENG30-02722663-v
12259,Synset: ID is ENG30-01402600-n
6655,Synset: ID is ENG30-01705494-v
18343,Synset: ID is ENG30-02512305-v
5923,Synset: ID is ENG30-06178510-n
5618,Synset: ID is ENG30-03640988-n
6963,Synset: ID is ENG30-06820601-n
5074,Synset: ID is ENG30-07731284-n
7632,Synset: ID is ENG30-12333053-n
11408,Synset: ID is ENG30-01990800-n
1182,Synset: ID is ENG30-01271107-n
13228,Synset: ID is ENG30-12188985-n
9178,Synset: ID is ENG30-13532196-n
11063,Synset: ID is ENG30-14441825-n
57,Synset: ID is ENG30-02402825-v
10221,Synset: ID is ENG30-11909353-n
13046,Synset: ID is ENG30-12702948-n
4565,Synset: ID is ENG30-08748076-n
8005,Synset: ID is ENG30-05599617-n
9723,Synset: ID is ENG30-07094843-n
16118,Synset: ID is ENG30-01807496-n
17586,Synset: ID is ENG30-02526121-n
15107,Synset: ID is ENG30-11880411-n
17621,Synset: ID is ENG30-07869937-n
15696,Synset: ID is ENG30-14959644-n
7695,Synset: ID is ENG30-06357985-n
11051,Synset: ID is ENG30-07914686-n
10965,Synset: ID is ENG30-12678224-n
17633,Synset: ID is ENG30-05542193-n
18448,Synset: ID is ENG30-09998101-n
11605,Synset: ID is ENG30-12417273-n
11086,Synset: ID is ENG30-07736813-n
2387,Synset: ID is ENG30-07569106-n
17449,Synset: ID is ENG30-00255214-n
11136,Synset: ID is ENG30-11799732-n
552,Synset: ID is ENG30-06941479-n
2983,Synset: ID is ENG30-15055633-n
16212,Synset: ID is ENG30-09577155-n
14923,Synset: ID is ENG30-13517080-n
10348,Synset: ID is ENG30-00215800-v
18298,Synset: ID is ENG30-02233338-n
1070,Synset: ID is ENG30-02783161-n
8626,Synset: ID is ENG30-09968259-n
19062,Synset: ID is ENG30-01849221-v
12589,Synset: ID is ENG30-03721384-n
2521,Synset: ID is ENG30-03944672-n
17211,Synset: ID is ENG30-00503527-a
18820,Synset: ID is ENG30-02049532-n
14085,Synset: ID is ENG30-01355378-a
7354,Synset: ID is ENG30-05981230-n
184,Synset: ID is ENG30-07789911-n
4484,Synset: ID is ENG30-09388848-n
11148,Synset: ID is ENG30-01813053-v
11666,Synset: ID is ENG30-05857346-n
14566,Synset: ID is ENG30-07682316-n
3988,Synset: ID is ENG30-01480336-n
2489,Synset: ID is ENG30-11495041-n
131,Synset: ID is ENG30-01193886-n
17431,Synset: ID is ENG30-05454070-n
2423,Synset: ID is ENG30-09252078-n
1801,Synset: ID is ENG30-13940456-n
12970,Synset: ID is ENG30-13681530-n
8446,Synset: ID is ENG30-11721642-n
6818,Synset: ID is ENG30-00053691-a
9528,Synset: ID is ENG30-03171356-n
8587,Synset: ID is ENG30-02705944-n
9715,Synset: ID is ENG30-00940412-n
424,Synset: ID is ENG30-08157672-n
18487,Synset: ID is ENG30-05700793-n
13753,Synset: ID is ENG30-09564371-n
3249,Synset: ID is ENG30-09917593-n
2524,Synset: ID is ENG30-02949082-a
6553,Synset: ID is ENG30-08713285-n
17705,Synset: ID is ENG30-13149829-n
1414,Synset: ID is ENG30-08078020-n
11713,Synset: ID is ENG30-04267870-n
18921,Synset: ID is ENG30-06924376-n
14426,Synset: ID is ENG30-03141609-a
1337,Synset: ID is ENG30-02959553-a
1922,Synset: ID is ENG30-08410688-n
7782,Synset: ID is ENG30-04551375-n
6293,Synset: ID is ENG30-11968335-n
4790,Synset: ID is ENG30-12360108-n
16704,Synset: ID is ENG30-00300441-n
9447,Synset: ID is ENG30-03434188-n
6860,Synset: ID is ENG30-08842258-n
3035,Synset: ID is ENG30-09188609-n
17216,Synset: ID is ENG30-05977619-n
18558,Synset: ID is ENG30-07910970-n
18974,Synset: ID is ENG30-07671269-n
18675,Synset: ID is ENG30-07365849-n
1637,Synset: ID is ENG30-03329663-n
15,Synset: ID is ENG30-00903212-v
16354,Synset: ID is ENG30-09282208-n
10273,Synset: ID is ENG30-08909719-n
4937,Synset: ID is ENG30-02370806-n
19359,Synset: ID is ENG30-03481172-n
13967,Synset: ID is ENG30-02363005-n
4516,Synset: ID is ENG30-01528396-n
17019,Synset: ID is ENG30-04304215-n
17776,Synset: ID is ENG30-00747215-n
4554,Synset: ID is ENG30-02025530-n
15433,Synset: ID is ENG30-08980300-n
12193,Synset: ID is ENG30-14321469-n
16661,Synset: ID is ENG30-09014586-n
7419,Synset: ID is ENG30-01080064-v
14818,Synset: ID is ENG30-08187033-n
9641,Synset: ID is ENG30-09640715-n
11510,Synset: ID is ENG30-10804732-n
9705,Synset: ID is ENG30-02178244-n
15820,Synset: ID is ENG30-00938247-v
1016,Synset: ID is ENG30-08916316-n
13823,Synset: ID is ENG30-09490210-n
2330,Synset: ID is ENG30-07681926-n
2058,Synset: ID is ENG30-01983264-v
14542,Synset: ID is ENG30-15165490-n
15653,Synset: ID is ENG30-02023664-n
17531,Synset: ID is ENG30-10546850-n
15489,Synset: ID is ENG30-14679267-n
4892,Synset: ID is ENG30-02801525-n
11036,Synset: ID is ENG30-08961852-n
8727,Synset: ID is ENG30-02693413-n
8117,Synset: ID is ENG30-15266034-n
14842,Synset: ID is ENG30-14586769-n
13410,Synset: ID is ENG30-06930298-n
2741,Synset: ID is ENG30-02501432-n
19199,Synset: ID is ENG30-02364673-n
13669,Synset: ID is ENG30-09945905-n
16418,Synset: ID is ENG30-09710041-n
2973,Synset: ID is ENG30-09929861-n
16195,Synset: ID is ENG30-07714448-n
4419,Synset: ID is ENG30-11888800-n
3424,Synset: ID is ENG30-09639919-n
15640,Synset: ID is ENG30-13192025-n
8670,Synset: ID is ENG30-07658678-n
5254,Synset: ID is ENG30-13627114-n
2724,Synset: ID is ENG30-06976161-n
12318,Synset: ID is ENG30-14783670-n
8036,Synset: ID is ENG30-00079018-n
9172,Synset: ID is ENG30-13996300-n
10896,Synset: ID is ENG30-09882716-n
2403,Synset: ID is ENG30-06931891-n
18814,Synset: ID is ENG30-01220885-v
4,Synset: ID is ENG30-00220956-a
8760,Synset: ID is ENG30-13714184-n
16882,Synset: ID is ENG30-02980416-a
12327,Synset: ID is ENG30-12901264-n
7793,Synset: ID is ENG30-03033986-n
1120,Synset: ID is ENG30-04618070-n
14485,Synset: ID is ENG30-14374764-n
1875,Synset: ID is ENG30-05254197-n
16108,Synset: ID is ENG30-00373766-v
10124,Synset: ID is ENG30-14417697-n
267,Synset: ID is ENG30-01187271-v
3922,Synset: ID is ENG30-02941095-n
59,Synset: ID is ENG30-04108268-n
19075,Synset: ID is ENG30-09975933-n
7283,Synset: ID is ENG30-01871875-n
19214,Synset: ID is ENG30-12626030-n
103,Synset: ID is ENG30-01247240-a
12421,Synset: ID is ENG30-06217318-n
13340,Synset: ID is ENG30-12772419-n
9738,Synset: ID is ENG30-05577410-n
2326,Synset: ID is ENG30-08717059-n
15122,Synset: ID is ENG30-12094786-n
11272,Synset: ID is ENG30-06401004-n
2543,Synset: ID is ENG30-08274923-n
11985,Synset: ID is ENG30-04941325-n
8208,Synset: ID is ENG30-00698855-v
3251,Synset: ID is ENG30-00335421-a
7641,Synset: ID is ENG30-02363245-n
12263,Synset: ID is ENG30-03160001-n
13577,Synset: ID is ENG30-13814184-n
15004,Synset: ID is ENG30-13475072-n
157,Synset: ID is ENG30-00417413-a
15708,Synset: ID is ENG30-05581693-n
18925,Synset: ID is ENG30-06260121-n
7288,Synset: ID is ENG30-04110439-n
16021,Synset: ID is ENG30-01826998-n
4899,Synset: ID is ENG30-00349369-n
4970,Synset: ID is ENG30-02861859-a
13510,Synset: ID is ENG30-08675145-n
11641,Synset: ID is ENG30-03030663-n
1528,Synset: ID is ENG30-07762114-n
9817,Synset: ID is ENG30-08960843-n
6905,Synset: ID is ENG30-08537837-n
7248,Synset: ID is ENG30-02738535-n
6425,Synset: ID is ENG30-06398401-n
19052,Synset: ID is ENG30-00130596-a
13396,Synset: ID is ENG30-08054721-n
15988,Synset: ID is ENG30-09577833-n
5360,Synset: ID is ENG30-04556948-n
2798,Synset: ID is ENG30-02416964-n
16987,Synset: ID is ENG30-14671587-n
7479,Synset: ID is ENG30-02411621-v
18707,Synset: ID is ENG30-03133050-n
14009,Synset: ID is ENG30-05835747-n
18102,Synset: ID is ENG30-10291240-n
10752,Synset: ID is ENG30-07727868-n
3548,Synset: ID is ENG30-06309272-n
11293,Synset: ID is ENG30-13667523-n
17761,Synset: ID is ENG30-15167474-n
6753,Synset: ID is ENG30-07220586-n
17157,Synset: ID is ENG30-06531481-n
17512,Synset: ID is ENG30-09726120-n
18416,Synset: ID is ENG30-00480993-n
9832,Synset: ID is ENG30-01072949-v
8282,Synset: ID is ENG30-08579487-n
6780,Synset: ID is ENG30-06412610-n
18542,Synset: ID is ENG30-06924468-n
19173,Synset: ID is ENG30-06953731-n
12134,Synset: ID is ENG30-02759615-n
6609,Synset: ID is ENG30-04840405-n
12079,Synset: ID is ENG30-13920835-n
163,Synset: ID is ENG30-01275562-a
9597,Synset: ID is ENG30-06855035-n
16935,Synset: ID is ENG30-09712448-n
1815,Synset: ID is ENG30-01933988-n
18517,Synset: ID is ENG30-09349797-n
6376,Synset: ID is ENG30-00234892-n
495,Synset: ID is ENG30-02007721-n
14445,Synset: ID is ENG30-01663169-n
4954,Synset: ID is ENG30-14653242-n
11003,Synset: ID is ENG30-01442972-n
15297,Synset: ID is ENG30-01410223-v
7907,Synset: ID is ENG30-02716205-n
16506,Synset: ID is ENG30-07664468-n
2035,Synset: ID is ENG30-03014440-n
6331,Synset: ID is ENG30-02624377-n
11882,Synset: ID is ENG30-01170052-v
7475,Synset: ID is ENG30-08821885-n
19399,Synset: ID is ENG30-07209305-n
3615,Synset: ID is ENG30-13733818-n
17799,Synset: ID is ENG30-02565728-n
4125,Synset: ID is ENG30-00884540-v
17152,Synset: ID is ENG30-05464685-n
17365,Synset: ID is ENG30-04493505-n
11636,Synset: ID is ENG30-01299268-v
5401,Synset: ID is ENG30-14433361-n
9341,Synset: ID is ENG30-08959254-n
18501,Synset: ID is ENG30-06502378-n
11778,Synset: ID is ENG30-02023107-v
1917,Synset: ID is ENG30-11807108-n
6002,Synset: ID is ENG30-12729521-n
19029,Synset: ID is ENG30-02062017-n
6175,Synset: ID is ENG30-06397903-n
9151,Synset: ID is ENG30-07795019-n
4031,Synset: ID is ENG30-01101958-n
14442,Synset: ID is ENG30-05924165-n
15230,Synset: ID is ENG30-01024392-n
14870,Synset: ID is ENG30-10631309-n
189,Synset: ID is ENG30-01460421-a
18424,Synset: ID is ENG30-02786006-a
8336,Synset: ID is ENG30-01254692-v
3426,Synset: ID is ENG30-07413899-n
970,Synset: ID is ENG30-11712153-n
19097,Synset: ID is ENG30-03363887-n
11528,Synset: ID is ENG30-10289039-n
14753,Synset: ID is ENG30-08075287-n
7434,Synset: ID is ENG30-12629523-n
1546,Synset: ID is ENG30-03303965-n
14945,Synset: ID is ENG30-02354112-v
6559,Synset: ID is ENG30-01356888-n
4373,Synset: ID is ENG30-01605119-n
12496,Synset: ID is ENG30-07827554-n
12524,Synset: ID is ENG30-02772868-n
13142,Synset: ID is ENG30-01128390-n
8365,Synset: ID is ENG30-01033184-n
10229,Synset: ID is ENG30-02898711-n
16478,Synset: ID is ENG30-13005568-n
12456,Synset: ID is ENG30-06368962-n
17315,Synset: ID is ENG30-08893223-n
7995,Synset: ID is ENG30-03439064-n
5697,Synset: ID is ENG30-00494269-v
17903,Synset: ID is ENG30-02700104-v
13041,Synset: ID is ENG30-00822912-v
5632,Synset: ID is ENG30-02124623-n
1159,Synset: ID is ENG30-03834604-n
7385,Synset: ID is ENG30-00006150-n
100,Synset: ID is ENG30-00271946-v
9744,Synset: ID is ENG30-06336904-n
14983,Synset: ID is ENG30-10787470-n
17864,Synset: ID is ENG30-05282339-n
10780,Synset: ID is ENG30-03094159-n
7119,Synset: ID is ENG30-02024636-n
1178,Synset: ID is ENG30-02492660-n
10930,Synset: ID is ENG30-07874159-n
16450,Synset: ID is ENG30-14656666-n
8630,Synset: ID is ENG30-01440655-n
1734,Synset: ID is ENG30-02281093-v
4705,Synset: ID is ENG30-11645914-n
17919,Synset: ID is ENG30-00272950-a
8332,Synset: ID is ENG30-09060768-n
448,Synset: ID is ENG30-14672893-n
4972,Synset: ID is ENG30-15128200-n
157,Synset: ID is ENG30-02466111-a
8469,Synset: ID is ENG30-11715207-n
11199,Synset: ID is ENG30-13845239-n
9141,Synset: ID is ENG30-08212347-n
8980,Synset: ID is ENG30-07171940-n
1160,Synset: ID is ENG30-12356960-n
17253,Synset: ID is ENG30-09988392-n
10567,Synset: ID is ENG30-14673150-n
15192,Synset: ID is ENG30-06546931-n
6366,Synset: ID is ENG30-07671722-n
9477,Synset: ID is ENG30-02602784-a
8210,Synset: ID is ENG30-06391171-n
8755,Synset: ID is ENG30-13801700-n
11312,Synset: ID is ENG30-14881303-n
998,Synset: ID is ENG30-05923696-n
8675,Synset: ID is ENG30-12169776-n
17804,Synset: ID is ENG30-09636339-n
4752,Synset: ID is ENG30-00467451-v
13078,Synset: ID is ENG30-05102101-n
11650,Synset: ID is ENG30-01391174-n
12436,Synset: ID is ENG30-02819988-a
10719,Synset: ID is ENG30-02002384-n
10907,Synset: ID is ENG30-04396902-n
12701,Synset: ID is ENG30-11105054-n
614,Synset: ID is ENG30-00378361-v
15426,Synset: ID is ENG30-01452798-n
10290,Synset: ID is ENG30-03062595-a
7730,Synset: ID is ENG30-01044084-n
9192,Synset: ID is ENG30-02380358-a
12834,Synset: ID is ENG30-05296775-n
12244,Synset: ID is ENG30-15131123-n
5457,Synset: ID is ENG30-03671272-n
1441,Synset: ID is ENG30-09970493-n
9154,Synset: ID is ENG30-04588365-n
1893,Synset: ID is ENG30-01001643-v
1891,Synset: ID is ENG30-02700767-n
5821,Synset: ID is ENG30-03243218-n
8771,Synset: ID is ENG30-03010473-n
10722,Synset: ID is ENG30-07148192-n
5227,Synset: ID is ENG30-14675216-n
11252,Synset: ID is ENG30-02089420-v
17597,Synset: ID is ENG30-00604930-v
12835,Synset: ID is ENG30-07854184-n
5783,Synset: ID is ENG30-01310074-n
9539,Synset: ID is ENG30-01936391-n
17049,Synset: ID is ENG30-07117333-n
5433,Synset: ID is ENG30-07111047-n
14909,Synset: ID is ENG30-03326073-n
9676,Synset: ID is ENG30-04200637-n
2581,Synset: ID is ENG30-09321901-n
210,Synset: ID is ENG30-01686439-a
9197,Synset: ID is ENG30-06550891-n
