,Sysnet
16842,Synset: ID is ENG30-01532434-v
727,Synset: ID is ENG30-01629093-n
9026,Synset: ID is ENG30-02546873-n
2069,Synset: ID is ENG30-01500873-v
15810,Synset: ID is ENG30-06976318-n
17125,Synset: ID is ENG30-03793850-n
4427,Synset: ID is ENG30-04271531-n
10252,Synset: ID is ENG30-04077430-n
16371,Synset: ID is ENG30-00763399-v
517,Synset: ID is ENG30-04184435-n
6569,Synset: ID is ENG30-14636822-n
17854,Synset: ID is ENG30-09701833-n
8583,Synset: ID is ENG30-05610008-n
17636,Synset: ID is ENG30-13396276-n
16344,Synset: ID is ENG30-05567604-n
1729,Synset: ID is ENG30-03785499-n
12644,Synset: ID is ENG30-12134300-n
11500,Synset: ID is ENG30-01523908-n
135,Synset: ID is ENG30-02737724-v
12169,Synset: ID is ENG30-01539633-v
8571,Synset: ID is ENG30-07666176-n
19021,Synset: ID is ENG30-00614489-n
13430,Synset: ID is ENG30-00583246-n
15353,Synset: ID is ENG30-06096913-n
12882,Synset: ID is ENG30-02134084-n
10808,Synset: ID is ENG30-07656077-n
4143,Synset: ID is ENG30-06940854-n
17874,Synset: ID is ENG30-08402693-n
15096,Synset: ID is ENG30-01357707-n
15439,Synset: ID is ENG30-12163456-n
6557,Synset: ID is ENG30-05435477-n
19230,Synset: ID is ENG30-02937108-a
9310,Synset: ID is ENG30-03701391-n
16289,Synset: ID is ENG30-15273241-n
8500,Synset: ID is ENG30-01902783-v
15924,Synset: ID is ENG30-12600888-n
13569,Synset: ID is ENG30-01068380-v
7618,Synset: ID is ENG30-07655898-n
15236,Synset: ID is ENG30-02979028-a
11696,Synset: ID is ENG30-01264050-n
9990,Synset: ID is ENG30-01941538-n
17266,Synset: ID is ENG30-01429349-n
8608,Synset: ID is ENG30-00831651-v
11692,Synset: ID is ENG30-01884476-n
14816,Synset: ID is ENG30-12230146-n
8251,Synset: ID is ENG30-05573895-n
16643,Synset: ID is ENG30-05762848-n
10936,Synset: ID is ENG30-04527648-n
12555,Synset: ID is ENG30-00169651-v
14496,Synset: ID is ENG30-02252039-n
236,Synset: ID is ENG30-01781478-a
8003,Synset: ID is ENG30-03964744-n
9899,Synset: ID is ENG30-02488834-v
12331,Synset: ID is ENG30-09611884-n
124,Synset: ID is ENG30-07537068-n
5470,Synset: ID is ENG30-12643313-n
11841,Synset: ID is ENG30-05535484-n
10194,Synset: ID is ENG30-00955601-v
10830,Synset: ID is ENG30-01354149-n
3537,Synset: ID is ENG30-05274105-n
16112,Synset: ID is ENG30-06287859-n
12183,Synset: ID is ENG30-04157320-n
69,Synset: ID is ENG30-00687033-v
2957,Synset: ID is ENG30-05313535-n
1003,Synset: ID is ENG30-14631871-n
4767,Synset: ID is ENG30-08988068-n
15755,Synset: ID is ENG30-02751271-v
12776,Synset: ID is ENG30-09457020-n
15060,Synset: ID is ENG30-07343910-n
8320,Synset: ID is ENG30-10555936-n
7338,Synset: ID is ENG30-07643306-n
11753,Synset: ID is ENG30-04610879-n
10468,Synset: ID is ENG30-01653773-n
709,Synset: ID is ENG30-13353607-n
4044,Synset: ID is ENG30-08699654-n
14058,Synset: ID is ENG30-11851578-n
5056,Synset: ID is ENG30-12910875-n
2199,Synset: ID is ENG30-05368278-n
14954,Synset: ID is ENG30-13685475-n
14974,Synset: ID is ENG30-01701634-v
519,Synset: ID is ENG30-07685303-n
11137,Synset: ID is ENG30-13937284-n
6312,Synset: ID is ENG30-07815839-n
11736,Synset: ID is ENG30-06146546-n
6392,Synset: ID is ENG30-08632678-n
10467,Synset: ID is ENG30-00813044-v
3273,Synset: ID is ENG30-00404170-n
5793,Synset: ID is ENG30-04072551-n
1955,Synset: ID is ENG30-13626013-n
12997,Synset: ID is ENG30-01881171-n
18157,Synset: ID is ENG30-03375575-n
1850,Synset: ID is ENG30-13992738-n
1152,Synset: ID is ENG30-09252970-n
3276,Synset: ID is ENG30-01528654-n
10086,Synset: ID is ENG30-06142118-n
3873,Synset: ID is ENG30-08403082-n
1856,Synset: ID is ENG30-01609549-n
2003,Synset: ID is ENG30-01844917-n
13048,Synset: ID is ENG30-01696282-n
6662,Synset: ID is ENG30-07705137-n
19410,Synset: ID is ENG30-14964590-n
9197,Synset: ID is ENG30-06550891-n
3654,Synset: ID is ENG30-05595837-n
38,Synset: ID is ENG30-03040587-n
4295,Synset: ID is ENG30-03154073-n
9796,Synset: ID is ENG30-06418258-n
9870,Synset: ID is ENG30-00002684-n
2534,Synset: ID is ENG30-01471070-n
7302,Synset: ID is ENG30-15043118-n
714,Synset: ID is ENG30-03664943-n
6525,Synset: ID is ENG30-02909870-n
151,Synset: ID is ENG30-14445379-n
13292,Synset: ID is ENG30-03034741-a
15819,Synset: ID is ENG30-03458753-n
6279,Synset: ID is ENG30-06494646-n
10561,Synset: ID is ENG30-06145062-n
13413,Synset: ID is ENG30-14690790-n
18967,Synset: ID is ENG30-03546766-n
1485,Synset: ID is ENG30-07727578-n
18162,Synset: ID is ENG30-07638226-n
9605,Synset: ID is ENG30-03837422-n
13332,Synset: ID is ENG30-01143040-n
18848,Synset: ID is ENG30-00550117-v
7158,Synset: ID is ENG30-08932568-n
7923,Synset: ID is ENG30-06751742-n
2945,Synset: ID is ENG30-01480469-v
17650,Synset: ID is ENG30-04159354-n
14225,Synset: ID is ENG30-08764899-n
6134,Synset: ID is ENG30-12704343-n
2715,Synset: ID is ENG30-08312359-n
7519,Synset: ID is ENG30-07807834-n
14328,Synset: ID is ENG30-02971691-n
17458,Synset: ID is ENG30-03455923-n
15007,Synset: ID is ENG30-08462721-n
4564,Synset: ID is ENG30-09397607-n
1069,Synset: ID is ENG30-02857407-a
5094,Synset: ID is ENG30-13252973-n
