,Sysnet
14288,"punč napravljen od zaslađenog piva ili vina, začinjen raznim začinima i pečenim jabukama; pravi se za Božić"
3602,Mala slatkovodna riba zlatne ili crvenonarandžaste boje; živi u jezercima ili akvarijumima.
9830,Stanje imovine da je u rukama primaoca.
11837,protokol razvijen za internet koji omogućava da se podaci prenose od jednog mrežnog uređaja do drugog
10508,"Njaveći bubojed, bez repa, telo mu je pkriveno čekinjom, hrani se uglavnom gušterima."
3389,osnovna novčana jedinica Perua
14068,"glagolsko vreme kojim se označava radnja, stanje ili zbivanje koji se vrše u vreme kada se o njima govori"
13108,konačni detaljan rukopis za pravljenje filma ili TV programa
7358,"šupljina u udubljenju temporalne kosti, koja okružuje unutrašnje uvo koju čini zamršen sistem cevi i šupljina, u vidu  tvrdih sklerotičnih kosti"
8015,"Vres sa mnogim varijetetima; nizak zimzeleni žbun, široko rasprostranjen na severnoj hemisferi."
4488,nacistički koncentracioni logor za Jevreje u Drugom svetskom ratu u Poljskoj
1990,Ustavna monarhija u zapadnoj Evropi na Severnom moru; stekla nezavisnost od Španije 1579. godine; polovina zemlje leži ispod nivoa mora.
5795,"u radiologiji, organ koji prima terapeutsku dozu radioaktivne supstance."
10026,dravidski jezik kojim se govori u južnom delu centralne Indije
227,Biti prihvatljiv ili pristao.
10043,Grm iz porodice čempresa s tvrdim šiljastim iglicama
2534,Evropska zlatovrana plavo-zelene boje sa crveno smeđima leđima
1704,Micati se uvijenim ili grčevitim pokretima (posebno u borbi).
8195,"tajna (metoda, uređaj ili formula) koja proizvođaču daje prednost nad konkurencijom"
3527,mešavina dva ili više viskija ili viskija i nekog neutralnog pića
17275,Neko ko pravi i prodaje vlasulje.
9843,"koštani lavirint okružuje unutrašnje uvo a u  njemu se nalazi membranozni lavirint, organ ektodermalnog porekle, u kome se završava akustični ili vestibularni deo osmog živca."
1860,koji se tiče Mijanmara (Burme) i njenih ljudi
4836,"severozapadni ogranak Indijskog okeana, između Indije i Arabije"
6033,Brod koji je na raspolaganju državi za vođenje rata.
9891,"staviti šta na početak, najčešće kao vid objašnjenja"
16038,jezik koji treba prevesti u neki drugi jezik
13775,Tipski rod porodice Droseraceae koji uključuje mnoge biljke koje jedu insekte.
5061,Prestonica i najveći grad smešten u centralnoj Španiji; Sedište izuzetnog muzeja umetnosti.
10379,deo elektronske opreme koji kontinuirano prati operacije sistema i upozorava na probleme
14245,snežna strnadica
15925,jedan od dva dela igre koje deli pauza
15021,Mali četvrtasti duvački instrument koji ima red metalnih jezičaka postavljenih iza rupa kroz koje struji vazduh; svira se tako što svič duva u određenu rupu.
1063,"ukrašavanje materijala figurama, bojama ili drugim šarama"
12444,4. slovo grčkog alfabeta
6216,Relativna brzina napretka ili promene.
7170,za koju se nekada smatralo da je jedan od četiri elementa koji čine svemir (Еmpedokles)
16865,Vrsta malog sisara crne dlake koji živipod zemljom i ima prednje noge i rilo prilagođene za kopanje.
5170,mesnato tkivo koje okružuje usta
