,Sysnet
14958,Synset: ID is ENG30-07743544-n
4393,Synset: ID is ENG30-02139883-v
14117,Synset: ID is ENG30-04612840-n
16530,Synset: ID is ENG30-12941360-n
111,Synset: ID is ENG30-08715777-n
8710,Synset: ID is ENG30-00112312-n
6043,Synset: ID is ENG30-08487504-n
10770,Synset: ID is ENG30-07018313-n
6499,Synset: ID is ENG30-08590369-n
8926,Synset: ID is ENG30-03180504-n
14598,Synset: ID is ENG30-07619301-n
9079,Synset: ID is ENG30-09169930-n
5232,Synset: ID is ENG30-02485844-v
1083,Synset: ID is ENG30-04210390-n
5583,Synset: ID is ENG30-00489837-v
13043,Synset: ID is ENG30-01396776-n
15044,Synset: ID is ENG30-09538915-n
12366,Synset: ID is ENG30-03048204-a
15560,Synset: ID is ENG30-10369317-n
7479,Synset: ID is ENG30-02411621-v
18196,Synset: ID is ENG30-05581349-n
5056,Synset: ID is ENG30-12910875-n
17070,Synset: ID is ENG30-11627028-n
12843,Synset: ID is ENG30-00964694-v
8417,Synset: ID is ENG30-02394477-n
17562,Synset: ID is ENG30-03419014-n
3383,Synset: ID is ENG30-07009538-n
16335,Synset: ID is ENG30-05492426-n
3205,Synset: ID is ENG30-04086273-n
12350,Synset: ID is ENG30-05236029-n
17883,Synset: ID is ENG30-06930427-n
951,Synset: ID is ENG30-01599666-v
14866,Synset: ID is ENG30-12687044-n
7389,Synset: ID is ENG30-01138523-v
6891,Synset: ID is ENG30-03594148-n
1896,Synset: ID is ENG30-03907227-n
15468,Synset: ID is ENG30-08697827-n
6846,Synset: ID is ENG30-07823105-n
478,Synset: ID is ENG30-02026798-n
6986,Synset: ID is ENG30-06293460-n
796,Synset: ID is ENG30-00780889-n
5279,Synset: ID is ENG30-04299215-n
2577,Synset: ID is ENG30-13674350-n
11117,Synset: ID is ENG30-02488149-n
18768,Synset: ID is ENG30-14880960-n
4285,Synset: ID is ENG30-04561422-n
6125,Synset: ID is ENG30-07738353-n
4167,Synset: ID is ENG30-00201407-v
1486,Synset: ID is ENG30-12190712-n
9437,Synset: ID is ENG30-12220994-n
11102,Synset: ID is ENG30-06855207-n
6299,Synset: ID is ENG30-09505418-n
4898,Synset: ID is ENG30-04358117-n
9987,Synset: ID is ENG30-13700870-n
2653,Synset: ID is ENG30-02099997-n
16348,Synset: ID is ENG30-03214966-n
8097,Synset: ID is ENG30-13814336-n
7334,Synset: ID is ENG30-07227406-n
8094,Synset: ID is ENG30-11732309-n
11207,Synset: ID is ENG30-07713895-n
2786,Synset: ID is ENG30-07617839-n
4520,Synset: ID is ENG30-13375891-n
175,Synset: ID is ENG30-06294309-n
15869,Synset: ID is ENG30-09637339-n
9755,Synset: ID is ENG30-01214171-n
17499,Synset: ID is ENG30-00729108-n
