,Sysnet
16405,Suvozemna paprat male ili srednje veličine; u nekim klasifikacijama se smeštaju u porodicu Polypodiaceae.
9059,stanovnik Novog Zelanda ili poreklom sa Novog Zelanda
8955,(filozofija) doktrina prema kojoj različiti objekti označeni istim imenom nemaju ništa zajedničko osim tog imena
11781,Linija koju obrazuje rub odeće oko vrata.
12923,koristiti FT protokol za prenos podataka sa jednog računara na drugi
11450,politička doktrina Makijavelija: bilo koja sredstva (ma kako beskrupulozna) vladar može da koristiti vladar u cilju uspostavljanja i očuvanja svoje autokratske vlade
6025,u grčkoj mitologiji troglavi pas koji čuva ulaz u Had; Tifonov sin
5200,veoma jako zrelo pivo koje se tradicionalno pravi u jesen i čuva se preko zime kako bi se pilo na proleće
3208,Bodljikava divlja ruža sa nežnim ružičastim ili belim cvetovima koji ne mirišu; poreklom iz Evrope.
4184,tradicionalna pashalna večera Isusa i njegovih učenika noć pre Njegovog raspeća
12979,parazitske sporozoe koje formiraju spore koje sadrže jednu ili više infektivnih sporozoa
8864,Nema smene generacija; faza meduze je potpuno preskočena; korali i morske anemone.
8918,"vrana, svraka, ???"
13023,rečlacija između izabranih vrednosti od x i posmatranih vrednosti od y (iz koje se može predvideti najverovatnija vrednost od y za svaku vrednost x)
10788,Tune: toplokrvne ribe.
13039,Udariti nogom
4166,Tvrdo jako i trajno žutosmeđe drvo tika; otporno na insekte i krivljenje; koristi se za izradu nameštaja i u brodogradnji.
3627,rat između Francuske i Pruske kojim je okončano Drugo carstvo u Francuskoj i uspostavljena Nemačka država; 1870-1871
1684,životno doba u kome polne žlezde postaju aktivne
15481,nauka o zemlji koja proučava fosilne organizme i srodne ostatke
4198,otrovna biljka sa fibroznim korenom
14445,mala jedinica koja služi kao deo jezgra ili kao jezgro većeg političkog pokreta
10920,Familija biljaka iz red Campanulales; U nekim klasifikacijama uključuje Lobeliaceae.
5022,koji se odnosi na naučnu antropologiju
16047,Objekat koji se sastoji od konkretnih postrojenja i opreme za rastur informacija.
9714,Metalni komadić (obično ima oblik diska) koji se koristi kao novac.
921,pisani pravni dokument kojim se imovina prenosi na staratelja a koji se često koristi da bi se obezbedila obaveza poput hipoteke ili menice kojom se priznaje dug
17276,goveđi odrzak sa boka životinje
10006,Uzrokovati da se čuje.
7934,Britanski pisac (rođen u Irskoj) (1856-1950).
10760,emisija na radiju ili televiziji
17095,Vanredna i neizbežna pojava koja prekida očekivani tok događanja.
8211,duhovni tekst svih hrišćanskih religija
14815,govorni zvuk koji je praćen zvukom vokalnih žica
14410,"fashioned or shaped by cutting; ""a well-cut suit""; ""cut diamonds""; ""cut velvet"""
9109,Tipski rod porodice Acipenseridae: jesetra.
1957,"slatko, posno belo meso ribe sa tankim telom; obično se služi kao tanki filet"
498,"deo severnog Tihog okeana, između Aljaske i Sibira; povezan sa Severnim ledenim okeanom Beringovim moreuzom"
3427,Porodica sočnih paprati is reda Ophioglossales; široko rasprostranjene.
13756,ukrštanje biljaka i životinja različitih urođenih osobina
2289,jedan od dva blizanca koji su se razvili iz istog oplođenog jajeta i imaju isti genetski materijal
12481,nilotski jezik
14861,Formirati korporaciju.
11833,koncizan i sažet
12286,"Skakavci, zrikavci i?"
15674,"Neki od više žbunova i loza iz roda Jasminum, poreklom uglavnom iz Azije."
14108,Primitivni suvozemni sisari sa malo ili potpuno bez zuba; poreklom iz Centralne i Južne Amerike.
16416,Velika evropska pijavica iz svežih voda koja se ranijekorpistila za puštanje krvi pacijentima.
8568,"u računarstvu, poruka ili fragment poruke"
4150,Hleb koji se pravi od integralnog brašna.
15038,Tipski rod porodice Erinaceidae: ježevi.
16238,Jedna od brojnih biljaka iz roda Plantago; seme se koristi u medicini; raste pored puta i u kućnom dvorištu kao korov; ima klasove sitnog cveća i ovalno lišće.
742,"Jelen, irvas, los"
9480,operacija koja upravlja štampanjem ili prikazom informacija
507,kost u obliku leptira u sonovi lobanje
12321,program koji daje računaru instrukcije pomoću kojih korisnik dobija alat za izvršenje nekog zadatka
12119,neklasični dijalekti latinskog kojima se govorilo u Rimskom Carstvu; izvor je romanskih jezika
905,meso uzeto sa boka i leđa životinje između rebara i trtice
13745,"tčin dovođenja nečega do najvećemoguće tačke, vrednosti ili pozicije"
382,"Teškoće koje se javljaju samo pri pisanju, obično kao preterano stezanje olovke."
