,Sysnet
13338,prostor na disku koji je odvojen za virtuelnu memoriju
14094,Deo nečega koji je najudaljeniji od normalnog posmatrača.
7355,"programski jezik niskog nivoa, veoma blizak mašinskom jeziku"
1164,Uljasto organsko jedinjenje koje se ne rastvara u vodi već u organskim rastvaračima; suštinska komponenta živih čelija (zajedno sa proteinima i ugljenohidratima).
4617,kiselkasto australijsko voće nalik na tikvu sa drvenkastom korom i velikim semenkama
3009,amblem kompanije
3964,Čin dodavanja spoljašnjih ukrasa na nešto.
4728,koji se tiče Fidžijam negovih ljudi i kulture
16712,geološka struktura pri kojoj je središnji stenski blok uzdignut između dvaju ili više paralelnih raseda
6592,status onoga čiji roditelji nisu bili u braku
12170,glavni i najveći grad Filipina
13282,član roda Paramecium
6836,Putovanje na sveto mesto.
1474,Red dikotiledona.
1214,sintaktički analizirati (rečenicu) uz dodelu konstitutivne strukture
6152,"Iz Afrike, Arabije ili Azije; imaju rep koji se ne može uhvatiti i blizu ostavljene nozdrve."
11378,"Terati, voditi nogom, u sportovima kao što je futbal."
209,Zrak mesečeve svetlosti.
8964,Rod uglavnom tropskih mesnatih zeljastih biljaka ili povijuša.
322,(filozofija) filozofska doktrina prema kojoj svi kriterijumi po kojima se donose odluke zavise od pojedinačnih ljudi i situacija
2177,lingvistički element koji se pridodaje reči kako bi se stvorio bilo njen flektivni ili izvedeni oblik
11653,vrste kovrdžave endevije sa loptastim glavicama od crvenog lišća
4337,zbirka istorijski važnih dokumenata objavljenih u formi knjige
5765,burnica
15261,probližavanje beskonačnog red konačnoj granici
2258,Postaviti.
13099,"Dan koji uključuje sadašnji trenutak, nasuprot onom što je bilo juče i što će biti sutra."
4185,kolekcija knjiga sačinjenih ubrzo posle Hristove smrti; druga polovina hrišćanske Biblije
13636,Saviti tako da podseća na krst.
8721,Povlačenje iz aktivnosti grupe.
639,stanovnik ili poreklom iz Avganistana
13799,"Velika morska vidra; živi u severnom delu Tihog okeana, ima veoma gusto tamnosmeđe krzno."
131,koji ispoljava žalost
128,osećanje intezivne nesreće
5733,finski jezik kojim govore Livonci u Estoniji i Latviji
11249,neko ko piše o nečijem životu
973,Neka od raznovrsnih velikih muva koja napada stoku.
15670,Javna zgrada u kojoj se igraju različite kockarske igre (funkcioniše kao biznis).
16477,Evropska vrba sa sjajnim kožastim lišćem.
4604,desna stranica knjige
8466,riba mekoperka iz reda Čpriniformes
15876,vazdušasto jelo od sira i jaja (belanca posebno umućena) i belog sosa
4931,Količina koja može da stane u šolju.
6447,glavni i najveći grad Fidžija; na ostrvu Viti Levu
16335,"Trag životinje, posebno jelena."
4,žalostan zbog gubitka ili uskraćenosti
1342,red iz podklasi Acnidosporidia
9468,meso nekih slatkovodnih jestivih riba
15313,Vrlo velika morska jestiva riba iz roda Thunnus; uglavnom živi u toplim moria.
10811,Zapis serije događaja koji čine život neke osobe.
10135,grana tai jezika
2009,"Meso pileta, patke, guske, ćurke koje se gaje za hranu."
3765,"Najveća evropska uvozemna životinja; ima dugačku bradu; na prednjem delu tela dugačku i grubu dlaku, kitnjast rep i kratke rogoce; živi uglanom samo po zoološkim vrtovima."
340,"veliko kruškoliko voće slično grejpfrutu, ali sa grubom suvom pulpom"
13831,Rod guštera iz porodice Iguanidae.
13232,pravi kitovi
1542,"sistem simboličke logike koji predstavlja individue, predikate i kvantifikaotre nad individuama (kao i relacije između iskaza)"
9880,Neka od više biljaka iz roda Mirabilis čiji se cvetovi otvaraju kasno popodne.
13899,trajna roba za kućnu i kancelarijsku upotrebu
8539,"tanke goveđe trake (ili pileće ili svinjske) kuvane kratko na stolu zajedno sa lukom, zelenišem i soja sosom"
5762,masa leda koja se sporo kreće
17206,Zauzeti teritoriju osvajanjem.
2562,Afrička muva koja sisa krv i prenosi bolest spavanja.
8374,pisac koji drugome prepušta svako pravo na nešto što je napisao
2167,Alpska višegodišnja biljka poreklom iz Evrope čije je lišće prekriveno beličastim dlačicama a beli cvetovi su u obliku zvezde.
9177,jumanski jezik kojim govori narod Kamia
13291,grupa afričkih jezika iz niger-kongoanske porodice kojima se govori od istoka Senegala do Obale Slonovače
51,beli oblak koji se sastoji obično od finih ledenih kristala i javlja na velikim visinama
17384,Evropski glog sa bodljama i jarkocrvenim plodoovima.
603,zrno biljke golubiji grašak koje ima visoku nutritivnu vrednost
6555,"Brinuti se o biljkama, tao da rastu i daju plodove."
10140,crvena transparentna varijanta cirkona koja se koristi kao dragi kamen
9845,Jedno od rožnatih rebara koja se stvrdnjavaju i držze krilo insekta.
4230,Uključuje familije lišaja.
15176,izjava ili tvrdnja sa proverenim informacijama o nečemu što se događa ili se dogodilo
6040,ptica pevačica kratkog i debelog kljuna
7420,priznaš svoju veru u šta ili privrženost čemu
6585,deo grada u kome j eluka ili dok koje se nalazi kraj neke vode.
4724,Svaki deo veličine koja je prihvaćena kao standard merenja ili razmene.
16124,"Reski listovi se koriste kao začin za meso, divljač, supe i omlete."
13089,"Uglavnom bezopasne zmije, žive u umerenim ili tropskim predelima."
12784,običan evropski pozvizd
6495,"Grmlje, zeljaste biljke i povijuše toplih predela: vranemil."
8806,"Korišćenje jezika koje proizvodi literarni efekat, često ne vodeći računa o stvarnom značenju (u retorici)."
4238,"jedan od niza proreza  kod ždrela, farinksa  riba i vodenih vodozemaca kroz koje prolazi voda"
9810,koji se odnosi na žbicu (kost)
3780,"drmanje, prodrmavanje nekog bolesnika da bi se utvrdilo postojanje bolesti ili da bi mu se olakšali bolovi."
1662,osobine stečene tokom čijih formativnih godina
4084,Koji pripada ili je blizu leđima ili gornjem delu životinje.
4239,Mali poluvodeni daždevnjak.
9811,"Neko ko je izučio nauku o lekovima - njihovom sastavu, upotrebi i efektima."
2985,igra koja se igra sa računarom
4358,zastareli nazivi za Čanophyceae
7272,Rod zeljastih biljkaka koji ima samo jednu poznatu vrstu: ricinus.
9950,"način na koji vesti predstavljaju novinari novina, radija i televizije"
7728,Prevozno sredstvo koje prevozi ljude ili stvari.
231,Pomerati se mlatarajućim pokretima.
9949,jedinica za dužinu koja iznosi milioniti deo mikrona
7790,"koji sadrži, uključuje ili se pojavljuje u obliku jona"
14111,Stanje okruženja u kome se odvija situacija.
7259,Mali sisar mesožder sa kratkim nogama i izduženim telom i vratom.
15014,piće koje osvežava
6885,AO
11159,Mužjak ima je plavkastocrn.
3363,"nasilno hvatanje, zarobljavanje lica"
4768,"Porodica malih, obično šarenih leptirova; mužjaci imaju kratke prednje noge."
3581,Začinjeni preliv koji se služi kao dodatak uz jelo.
10681,uska depresija (na primer na zemlji ili između okeanskih talasa ili na dnu okeana)
15179,Geološki proces najčešće uzrokovan procesima tektonike ploča kojim se pojedini delovi terena izdižu relativno u odnosu na druge ili u odnosu na referentnu ravan.
887,Čin kojim se ne postiže nameravani cilj.
3828,Mali red uglavnom riba iz tropskih mora raznovrsnog i čudnog oblika; sve imaju usta na kraju izbačne cevaste njuške.
2226,Biti klasifikovan sa nečim drugim.
16501,graditeljstvo koje služi kao sklonište za psa
10763,Mali rod evroazijskih trava: orlovac.
6324,Carski rez je operativni porođajni zahvat kod koga se porodilji otvara abdomen i materica a zatim se kroz taj rez vadi beba.
14803,Firma koja služi druge firme.
13948,"organ, žlezda ili mišić, koji postaje aktivan kao odgovor na nervni impuls"
15374,"akrobatski poduhvat u kojem se noge obrću iznad glave (napred ili nazad), pa se vraćaju nazad"
2675,Neka od mnogih godišnjih puzačica sa hvataljkama iz roda Cucurbita koje se gaje zbog mesnatih jestivih plodova.
4099,Žabe koje nemaju ni jezika ni zuba.
10944,Vodene zeljaste biljke.
1147,"programski jezik višeg nivoa koji se koristio za matematičke i naučne primene; naziv potiče od"" formula translation"""
16302,"grane matematike koje se bave izučavanjem fizičkog, biološkog ili sociološkog sveta"
1227,projekat od ličnog interesa za nekoga
6926,nedovoljno poznati paraziti mišića kičmenjaka
2183,Dovesti nešto ili nekoga u niži položaj.
2571,lpapagaj Centralne Amerike i Južne Amerike s dugim repom žarkih boja; spada u najveće i najupadljivije papagaje
15803,sociolog koji je stručan za antropologiju
1991,čiji naslednik biti
5543,Jagode.
5708,Dvodihalice koje na zubima imaju rožnata zadebljanja.
14496,imitiranje ponašanja neke osobe
9044,Jedan u nizu sličnih telesnih segmenata u koje su podeljene uzduž neke životinje.
6742,Telo građana koji čine državu ili zemlju.
16702,prethodna pojava ili uzrok ili događaj
13356,Skup odgovora ili reakcija ili pokreta koje pravi organizam u bilo kakvoj situaciji (psihologija).
597,Kretati se napred u skokovima.
8650,Neka od porodica vodozemaca.
11445,"Kancelarija u kojoj se obrađuju vesti za novine, novinsku agenciju, televiziju ili radio stanicu."
6728,Sfinkter na pilorusu koji razdvaja želudac od dvanaestopalačnog creva.
11338,levkasti oblik rečnog toka kada se približi ušću u more u kome se mešaju morska i slatka voda
14303,"povezan vezom, kao npr. vagoni s lokomotivom i međusobno"
13551,odbrambeni mehanizam u kojem se sećanje na neprihvatljiv akt ili impuls razdvaja od emocije s kojom je prvobitno bilo povezano
15384,Vitka tropska penjačica sa Himalaja.
3536,Bogatstvo koje je nasleđeno a ne zarađeno.
10133,Poluvodena biljka koja raste na mekoj vlažnoj zemlji; većinom su monokote: ???
15427,Ples sa Srednjeg istoka u kome igračica pravi pokrete kukovima i stomakom.
1649,Koji ima ciklus koji traje dve sezone.
5601,CO
8327,Divlja i domaća stoka; u nekim klasifikacijama smešta se u podporodicu Bovinae or tribe Bovini.
16231,krem preliven šećerom i ispečen
11930,Akcija usmerena ka nečemu na objektu.
11048,medicinski uređaj koji beleži električni potencijal  mišića.
2742,Neka od brojnih višegodišnjih lukovičastih biljaka.
146,držanje do moralnih principa
4982,Slomiti malo parče od nečega.
14358,Osoba koja ispoljava pobožnost.
13379,Tipski rod porodice Myxinidae (inger)
9275,Preduzeti putovanje.
6593,"upadljivo sazvežđe južne hemisfere, blizu Južnog krsta"
8253,čin gledanja ili viđenja ili posmatranja
2279,tekuća traka koja u fabrici prenosi robu i delove
1867,obilno krvarenje kao posledica povrede krvnog suda
10604,helenska grana indoevropske jezičke porodice
1264,Biti sastojak.
12632,Advokat koji je specijalizovan za prenos nekretnina.
1561,relative large gnawing animals; distinguished from rodents by having two pairs of upper incisors specialized for gnawing
12906,bilo koja metamorfna stena koja se može podeliti na tanke slojeve
5215,u Rimokatoličkoj i Istočnoj pravoslavnoj crkvi čin pripuštanja preminule osobe u kanon svetaca.
14005,šta kao vokal izgovoriti
6189,različiti delovi tela u obliku levka
6211,onaj koji ima ili proizvodi visok ton poput piska ili zvuka zarđalih šarki
13482,vrsta pomornika
6876,tipski rod porodice Sturnidae: običan čvorak
4424,veštački izazvano potpuno besvesno stanje radi većih operacija
13342,Rođen u SAD ili stanovnik SAD.
8554,grupa čadskih jezika kojima se govori u severnoj Nigeriji; hausa je njen najznačajniji član
16733,koji se tiče ili uključuje svetlo ili optiku
14431,mala tamna guska koja se razmnoyxava na severu odakle se supšta na jug
5252,Simbol koji se koristi za predstavljanje brojeva.
13274,Jako radioaktivan element koji se javlja u minimalnim količinama u uranijumskoj rudi.
9956,uska prevlaka koja povezuje Malajsko poluostrvo i Azijsko kopno
662,Neka biljka iz roda Oxalis
3331,od pre 544 miliona do približno 230 miliona godina
4123,novčana jedinica u Sao Tome i Principe
