,Sysnet
11132,"sfinkter žučan kesica koji olakšavati pražnjenje žuč u dvanaestopalačni crevo . ako nem varenje , Oddijev sfinkter jesam zatvoren i žuč morati nazad u žučan jehur gde on se oduzimati voda . "
8473,rod iz porodica Homaridae : uobičajen jestiv jastog . 
13331,"vrsta krečnjak , vapenca , srednji tvrdoća , pogodan za glačanje i obrada , koristiti se u vajarstvo i kao građevinski materijal . "
8474,stena nastati pod uticaj pritisak i toplota 
3091,obično kratak pokušaj 
11888,kretati se na nekontrolisan način . 
13650,koji jesam vezati za pridev ili koji funkcionisati kao pridev 
8376,mali evropski galeb s crn glava 
11000,vrsta testo popularan u rimski kuhinja ; pljosnat debeo rezanac napraviti od jaje i brašno ; rezanac sličan bolonjski taljatelama ali debeo 
10227,amblem kompanija 
7549,"sličan Mekintoš jabuka , sočan i kasno sazrevati "
3966,zimzelen drvo sa crven bobica and pljosnat igličast lišće . 
14494,čin kontrola tako što se neki ili nešto ograničavati 
15830,"velik ptica težak telo , moći brz da letiti ; smeštati se među ptica gacalice , ali nastanjivati i travnat stepa . "
7398,"biti uperen u određenom pravac , često u odnos na drugi referentan tačka ; šta nasuprot biti "
16884,uspraviti se na noga . 
3825,konj sa zapad SAD-a . 
8711,Predavač na neki univerzitet čiji se predavanje sastojati u čitanje i obraditi pročitan ( obično za podučavanje stran jeyika ) . 
15820,skeletni mišić čiji kontrakcija pomerati zglob 
11301,Severnoameričke višegodišnji trava sa upadljiv kupast cvetan glavica . 
4969,"koji se ticati Jamajka , njen ljudi i kultura "
1587,neprekinut veza ili spoj . 
13112,u grčki mitologija ogroman koji jesam Herkul zadaviti ; taj jesam biti prvi od njegov @card@ zadatak 
1681,"izdavati novac , činiti izdatak . "
12699,mehanizam koji rotirati . 
9356,buva 
16334,glavni grad Mauritanija 
6338,tropski žbunje i trava od koji se praviti krotonovo ulja 
7559,pića koji osvežavati 
15399,"koktel koji se praviti od džin i brendi sa sok od limun i grenadinom , mućkati sa belance i led "
16449,koji jesam altajskog tip ; koji se odnositi na altajski ; koji jesam pisati altajskim 
5764,rupa u zemlja načiniti kopanje . 
3306,Čin koji se zauzimati povaljen položaj . 
16521,mesto gde stvar moći da se ostaviti na čuvanje 
9594,( kodirati instrukcija koji jesam trajno smestiti u memorija iz koji se samo čitati 
4975,French mathematician and philosopher and jansenist ; invented an adding machine ; contributed ( with Fermat ) taj the theory of probability ( @card@ ) 
4,osnovni jedinica temperatura u Međunarodnom sistema mera 
4736,Začin koji se praviti od osušen mesnat delo kapsula muskatni orah . 
15112,politički teorija da ljudi trebati da posedovati sredstvo proizvodnja 
1410,koji se ticati ostrvo ili država Malta i njen ljudi 
14833,orhideja umeren i tropski kraj koji imati klas belo-žutog cveće . 
15590,"evropski listopadan žbun koji ujesen pocrveniti , imati beo cvet . "
18,stanje u koji jesam osoba krepak i nem telesni i duševan bolest . 
13446,učiniti da neki nešto uraditi 
15479,napraviti rupa u nešto ili izmedžu nešto da biti se lakše odvajati . 
1395,stanje krajnje sramotiti . 
965,provodnik načiniti od poluprovodnički materijal . 
7507,Građevinski materijal koji se sastojati od stena iztesane u odrediti oblik za specijalan namena . 
15142,"drevan država u centralni Italija , na prostor danasnje Toskana , asimilovati jesam jesam Rimljanin oko @card@ p.n.e. "
1840,koji se odnositi na ili koji slaviti brak 
6434,nešto što pokrivati ceo stranica 
13041,"planinski lanac na zapad Rusija , prostirati se od Arktik do kaspijski mora ; obrazovati tradicionalan granica između Evropa i Azija "
2631,Višegodišnja arktički evropski biljka sa beo cvet . 
12606,"koji sadržati , uključivati ili se pojavljivati u oblik jon "
8573,biti koji jesam delimično smrtno delimično božanski 
7439,"zakonski odobren , kancelarija i trgovina uglavno ne raditi . "
15287,porodica ptica koji se poklapati sa red Rheiformes . 
17334,"obično rastopiva tvar za mrljanje ili šaranje , na primer , vlakno ili kosa "
11466,imati nagnuti pravac ili položaj 
12149,"biti koji hladnokrvan kičmenjak iz klasa Reptilia koji uključivati kornjača , zmija , gušter , aligator , krokodil i izumro vrsta . "
8238,"glavni grad Kuvajt , luka u Persijskom zaliv "
12939,"koji se ticati Austrija , njen stanovnik i kultura "
9697,bojni brod koji imati velik top isti kalibar 
14291,"osoba koji pomagati identifikovanje , prevencija ili lečenje bolest ili nemoća . "
8882,Umetnička ili literaran kompozicija . 
7122,tipski rod porodica Scombridae . 
15730,"Izložiti politički , religiozan ili moralan cenzura . "
5443,plod u tvrd ljuska koji sadržati mek deo koji se moći jesti 
964,ritmički grupa sa osam stih u strofa 
11867,bivši osnovni novčan jedinica Grčka 
4314,med razblažiti u voditi ; postajati medovina kada se fermentiše 
14,pristajanje uz onaj što jesam opšte prihvaćen . 
5243,transmisija koji hteti pokrenuti kao odgovor transmisija od transpondera 
9793,"tačka na zamišljen sfera naspram koji izgledati da se nebeski telo projektovati , a prema koji izgledati da se sunce pomerati "
15528,nezavisan crkva sa svoj patrijarh 
10687,"rod porodica Papaveraceae ; uglavnom čekinjast trava , obično sa upadljiv cvet . "
11731,"geranijum iz Svrope , Južne Amerika i Australija , posebno planinski područje . "
14394,aktivnost podržavanje ili održavanje pomoću snabdevanje novac ili potrepština . 
1139,tipski rod porodica Ceratodontidae : izumro rod dvodihalica . 
241,osoba koji se brina o ljudi i njihov svojina . 
10872,lekovit biljka s perjast lišće i plav cvet . 
9658,slan začin ili dodatak uz jela 
3534,meso skinuti sa prsi neki ptica koji se koristiti za ishrana . 
11739,"telo ona jesam obrasti dlaka i bodlja ; kljun ona jesam cevast , a crvolik jezik lepljiv ; na prst imati dugačak i jak kandža . "
3332,uneti šta kao dugovanje 
13538,tibeto-burmanski jezik koji se govoriti na Tajland i granični oblast Burma 
13544,planinski lanac koji se prostirati istočno od Himalaji 
5569,svečanost koji pratiti početak neki poduhvat 
4730,Glavni grad star Mesopotamija i sedište star Vavilonskog carstvo 
5703,naseliti se kao kolonista ili uspostaviti kolonija ( na neki mesto ) 
1875,Čin podizanje nešto . 
4945,deo euharistija u koji se hleb i vino prinos bog 
2076,Pera koji imati na vrh mali metalan loptica preko koji se prenositi mastilo na papir . 
696,familija Lauraceae . 
2131,stručnjak dodeliti osoblje diplomatski misija 
9247,Načiniti prekrivač na nešto . 
9974,"u matematika , izračunavanje vrednost funkcija između već poznat vrednost "
8333,Aromatična višegodišnji biljka iz jugoistočni Rusija . 
6626,BD 
9270,konstelacija izvan zodijak koji rotirati oko zvezda severnjak 
10403,mali alka kratak kljuna koji imati mnogo u arktički predeo 
15078,skup na koji se služiti burgo paprikaš 
12019,u neki klasifikacija se koristiti za saprofitne trava koji se ponekad semštaju u porodica Pyrolaceae ; rod Monotropa i Sarcodes . 
14575,neki divalj cveće iz rod Leontodon ; raset u umeren područje Evroazija i Mediteran . 
8338,"Noćni lemur sa dug koščat prst i ? zub , blizak povezati sa lemurom . "
1625,ponavljanje rečenica obrnut red reč 
6585,fino istkati lanen platno 
3691,"( filozofija ) filozofski škola @ord@ vek koji pretpostavljati da jesam ljudi potpuno slobodan i , shodno taj , odgovoran za onaj što učiniti od sebe "
199,familija crvati . 
10208,ogranak nerv butni kosti koji inerviše potkožan deo sav do unutrašnji delovati noga i stopala . 
6861,"paprat : velik porodica koji jesam u neki klasifikacija podeljana u više porodica koji uključivati : Aspleniaceae , Blechnaceae , Davalliaceae , Dennstaedtiaceae , Dryopteridaceae , Oleandraceae i Pteridacea . "
3255,geometrijski element koji imati položaj ali ne i dimenzija . 
9049,"Početak , poreklo , načelo , temelj , podloga , osnovni pravilo , osnovni pojam , osnovni misao neki nauka ; načelo , naročito načelo po koji čovek živiti i raditi . "
7592,"meso manjeg pile čiji težina ne prelaziti @card@ @card@ / @card@ kg , pogodno za pečenje "
9627,kontrolni sistem s povratan petlja koji jesam aktivan 
2164,sistem metoda koji se slediti u neki disciplina 
14012,italijanski rakija napraviti od ostatak grožđe nakon ceđenje 
15431,Čin koji se nešto poboljšavati . 
16309,"u rimski mitologija bog šuma , polje i stado ; u grčki mitologija on odgovarati Pan "
3595,stanovnik Irska ili poreklo iz Irska 
1812,"kratak i širok testenina u oblik cev rebrast struktura , podsećati na makarone "
8240,period igra u bejzbol tokom koji svaki ekipa imati sav red na palica 
1734,Žena-domaćin . 
10590,biti koji veza ili spojni element 
9475,ugao koji formirati luk dva krug koji se seći 
13755,lampa koji proizvoditi jak svetlost koji se osvetljavati neki ograničen prostor ; koristiti se da biti se privući pažnja na neki scena . 
11971,tvorevina koji predstavljati jedan od zaseban deo od koji se sastojati složen entitet ; posebno deo koji se moći odvojiti od sistema ili prikačiti na on . 
4465,"sijuski jezik koji govoriti narod Ajova , Oto i Misuri "
8310,zagovornik secesionizam 
6435,Ući u grupa ili organizacija u cilj špijuniranje članstvo . 
6059,goveđi pečenica 
622,sistem merenje vreme 
11764,beo ili bezbojan mineral ( BaSO4 ) ; glavni izvor barijum 
3135,koji se odnositi ili se sastojati od polimer 
14598,srna 
10038,stoni pribor koji služiti da se seći i jesti hrana 
12559,dijagram niz operacija koji trebati da obaviti računarski program 
1471,Doći ili biti u blizak kontakt . 
4574,KE 
13462,"širok verbalan iskaz , izgovoriti ili napisati "
7,Ispuštati vonj . 
16127,red riba koji pripadati nadredu Malacopterygii i uključivati som . 
521,mekan srebrnkast metal iz grupa redak zemlja bey stabilan iyotopa ; pronaći u radioaktivan oblik kao fisioni proizvod uranijum 
14371,velik po stepen ili intenzitet ili broj ili količina . 
13196,ljudi koji živa u varoš ili grad koji imati lokalan samouprava . 
12981,upozoriti na opasnost ili pozvati u stanje pripravnost . 
14672,"lako se puzati uz gladak stena pražeći po pukatoinama insekt , stanarica srednji i južne Evropeca "
5849,jezik koji se koristiti u figurativan ili neknjiževnom smisao 
13268,brzina koji kola drugi uređaj raditi kada rukovati digitalan informacija 
14187,"trajnica iz porodica đumbir , imati kopljast list i grupa bledožut cvet , koren ona jesam krtolast riza aromatičan miris i ukus . "
7891,"uređaj koji primati signal ili stimulans ( kao toplota , pritisak , svetlo ili poret ) i odgovarati na on na odgovarajući način "
8136,skup sav fleksivnih oblik jedan reč 
1834,postaviti ivica ( odeća ) drugačiji materijal 
15214,koristiti se za proizvodnja fruktoza 
11188,Muškarac koji jesam aristokrata . 
3262,koji se odnositi na biti koji grupa jezik sotho 
8681,koji se odnositi ili jesam karakteristika aposiopeze 
6331,osnovni novčan jedinica republika Gvineja 
10072,bakterijski red ( red bakterija ) 
10952,svaki čulan organ koji jesam hemijski stimulisati 
17205,mineral koji se sastojati od kalijum-magnezijum sulfat 
13284,porodica iz red Parietales koji uključivati rod Viola ; Hybanthus ; Hymenanthera ; Meličtus . 
15141,biti svestan neki činjenica ili odrediti informacija ; imati znanje ili informacija o nešto . 
7092,jesam kanal u Indijskom okean između Madagaskar i jugoistočni Afrika 
15650,tropski drvo sa grub smeđkastom kor i vrlo sladak smeđkastom pulpa . 
5285,Nešto sa okrugao oblik kao ravan okrugao tacna . 
4074,evropski biljka iz porodica žbljarki s modar cvet . 
16629,"grana biologija koji se baviti anatomija , fiziologija i patologija nervni sistema "
15007,vršiti vojni služba 
3644,imati oči na donji strana ; meso se koristiti za ishrana ; uobičajen u toplim evropski more . 
13420,prostiranje nešto od jedan do drugi strana . 
13075,Godišnje ili višegodišnji trava tropski i suptropskih kraj . 
8433,drevan carstvo koji jesam zauzimati prostor oko reka Nil i koji jesam vladati faraon of Israel ; centered on the Nile River and ruled by a Pharaoh ; figured in many events described in the Old testament 
15898,označiti zvezdica 
5,osećanje seksualan ljubav 
8561,neki listopadan drvo ilixbun iz rod Salix . 
6184,"meso školjka velik , dubok voda "
3447,"ceo struktura , kakav jesam zgrada , koji činiti međusobno povezati struktura . "
