,Sysnet
14081,"čin smišljanje nešto , npr . pravljenje skica , nacrt ili plan "
7926,računar sa softver koji omogućavati korisnik da ostaviti poruka i pristupati informacija od opšti interes 
1681,"koji se ticati Tajland , njegov ljudi i kultura "
226,Povlačenje iz aktivnost grupa . 
5048,rotacioni platforma sa šina ; koristiti se za automobil i vagon 
811,dodatak predstavljati 
7575,morski životinja sa dupli školjka koji imati par ručica sa pipac za hvatanje hrana ; raširen po ceo svet . 
79,komercijalan posao koji obezbeđivati redovan let za putnik 
13486,"Vina koji se zagrevati sa šećer , začin a često isa plodov citrusa . "
18959,velik ptica taman boja sa snažan kljuna koji se hraniti riba i koji iskorišćivati u ribolov za hvatanje ili plašenje riba . 
10393,novinski pisac i fotograf 
11638,napredak ka prvi baza koji činiti udarač koji primati četiri loptica 
17592,osoba čiji jesam zanimanje da šiti i popravljati odešu . 
12866,"nalik sos holandez ; praviti se od beo vino , estragon i vlašac "
9887,listopadan drvo s jestiv plod . 
11231,sob u koji se držati zatvorenik 
14056,"uspravan , sivkast razgranat lišaj arktički područje , ponekad i severni umeren područje , hrana za irvas a ponekad i ljudi . "
71,Osećanje averzija ili antipatija . 
5515,arapski kraljevstvo u Azija na severozapadni obala persijski zaliv ; velik izvor nafta . 
14825,"osoba koji pomagati identifikovanje , prevencija ili lečenje bolest ili nemoća . "
9414,"grmlje , zeljast biljka i povijuša toplih predeo : vranemil . "
11099,"republika u jugoistočni Evropa u južnom delo Balkanskog poluostrvo ; poznati po grožđe , maslina i maslinov ulja . "
11064,pisati pomoću tastatura sa taster ( dirka ) 
5901,velik slan jezero između Iran i Rusija koji popunjavati reka Volga 
10159,Višegodišnja ili dvogodišnji trava koji se gajiti zbog lep obično plav cvet . 
13483,sladak pecivo u čiji izraditi se koristiti kvasac . 
3109,"Korišćenje jezik koji proizvoditi literaran efekt , često ne voditi račun o stvaran značenje ( u retorika ) . "
16719,mora na sever Evropa 
4324,mali divalj ili polupomaća evropski šljiva sa loptast sitan plod . 
11734,biti od korista ili koji pružati usluga . 
16747,"nekada se smatrati da jesam taj jedan od četiri element od koji se sastojati svemir ( po Empedokle , arhaičan ) . "
19400,posedovanje kontrolisanje uticaj . 
7223,unutrašnji deo organ ili struktura kod biljka ili životinja 
1416,pročišćen puter bojiti polako braon boja i začinjen sirće ili limunov sok i kapara 
6015,Spremti za jela podvrgavati toplota . 
13637,letelica koji jesam potreban izvor energija da biti pletela i održati se u vazduh 
14154,australijski ptica koji ličiti na fazan ; mužjak širiti dugačak rep u oblik lira 
16676,fleksibilan cev koji se sprovoditi tečnost ili gas . 
7495,mali providan riba koji imati običaj da se zariti u pesak ; primitivan prethodnik kičmenjak . 
8087,životinja iz red averova koji se hraniti strvina i zudara . 
4796,Podporodica porodica vrana : Krej . 
6209,"u grčki mitologija nimfa jezero , izvor , reka i fontana "
17815,sav fenomen koji jesam veštački stvoriti . 
1574,učiniti da šta unazad krenuti 
18411,grizti po malo 
2971,Oslići . 
18157,"lagan , tanak , savitljiv mač sa diskomna balčak "
1087,sladak krompir 
2670,raga od divljač u bogat sos 
1383,Učiniti poznat oglašavanje . 
12535,mineralan forma silike 
13594,"koji se ticati Čile , njegov ljudi i kultura "
14513,biti koji biljka koji istiskivati gajen biljka 
4986,zatvoren dvodimenzionalan kriva koji se dobijati presek kružan kup i ravan koji jesam potpuno prosecati . 
3669,čanak za pranje genitalije i analan područje 
11929,neki ko beležiti poslovan transakcija 
11417,zlatan italijanski liker začinjen bilje 
10503,a fungus of the family Hydnaceae 
10870,planinski lanac u Australija koji činiti južni deo velik razvodni planina 
10785,čin gledanje ili viđenje ili posmatranje 
12018,"voden insekt dug ngu , čiji jesam prednji noga prilagoditi za hvatanje i držanje plen , a abdomen jesam proširiti dugačak tub za disanje . "
4018,onaj koji formirati klupko ili čvor ; 
17889,mleko iz mlekara proveren od strana mlečan medicinski komisija 
8429,monarhija na čiji jesam čela gralj ili kraljica 
8730,čin koji se nanositi ulja ili uljni tečnost 
146,prost krivulja koji se dobijati presek konus okomit na baza 
7794,Šerpa koji se koristiti za pečenje . 
19247,"vrh prst jesam ona loptast proširen i lepljiv , služiti za prijanjanje ; imati zubić u gornji vilica ; živa po drveće i žbunje . "
1241,rod iz porodica Homaridae : uobičajen jestiv jastog . 
1645,"planinski lanac na zapad Rusija , prostirati se od Arktik do kaspijski mora ; obrazovati tradicionalan granica između Evropa i Azija "
16869,samostalan komponenta ( jedinica ili stavak ) koji se koristiti za kombinovanje sa drugi komponenta . 
5839,"u računarstvo , format sektor na tvrd disko koji omogućavati operativan sistema da ona pristupiti i postavljanje startni pozicija "
18432,riba kod koji jesam skelet kalcifikovan ali jesam pretvoriti u kosti . 
4921,"zelen biljka koji imati vaskularan sistem : paprat , gimnospermi i angiospermi . "
1216,glagolski oblik koji se izražavati radnja završiti u prošlost pre neki drugi radnja 
8799,vila koji naseljivati voda 
11390,sijuski jezik koji govoriti narod Oglala 
14413,deo Tihog okean istočni od azijski kopno 
3801,igrati rola ili uloga . 
10841,( jevrejski ) lagan obrok ili užina 
5383,unutrašnji noseći struktura koji objekt davati oblik 
599,"crn kafa sa konjak , šećer i limunov kor "
3908,blizak prijatelj koji učestvovati sa drugar u njihov aktivnost . 
16629,pokretan zglob koji dozvoljavati samo klizajuće pokret . 
17999,ukloniti neki sa položaj ili iz služba 
150,ispuniti divljenje i ushićenje 
12232,deo reka se oodvaja od glavnog tok i ne vraćati se u on 
13368,"biljka koji dobijati vlaga i hrana od vazduh i kiša ; obično rasti na drugi biljka , ali jesam parazit . "
10716,popis stanovništvo 
7735,koji jesam pokriti ili natopljen tečnost kao što jesam voda . 
