,ID,Definicija,POS,NEG
0,ENG30-03574555-n,zgrada u koji se nalaziti organizacioni jedinica neki grana javan poslovanje ,6.534842e-06,4.2233296e-06
1,ENG30-07810907-n,pripremljen dodatak jela za poboljšanje ukus ,8.258857e-06,4.9810906e-06
2,ENG30-00721431-n,"u nečiji prilika , mogućnost ",7.3001193e-06,8.736771e-05
3,ENG30-00473799-v,ostati jesam još samo da se doterati neki finesa u igra plaviti . ,1.41386545e-05,5.6025824e-06
4,ENG30-00903385-v,zapad on jesam oprostiti što se nekada računati u Slobin prijatelj . ,6.7692526e-06,8.353094e-06
5,ENG30-00900961-v,""" i najposle se oprostiti : on sklapanje ruka , ja poklon . "" ",7.631116e-06,6.4937126e-06
6,ENG30-01987160-v,Čeličnu grdosija težak ukupno @card@ ton postaviti jesam na stub i namontirali neimar Mostogradnje . ,6.5286144e-06,4.957092e-06
7,ENG30-01348174-v,sputati pomoću brava ,0.27741358,3.6938175e-06
8,ENG30-01376245-v,razmestiti na raštrkan način . ,1.1577352e-05,6.4836313e-06
9,ENG30-01382083-v,Tražiti i sakupljati . ,3.252099e-05,6.4520627e-06
10,ENG30-01387022-v,uglačati turpija ,1.5852289e-05,6.3081548e-06
11,ENG30-01393996-v,Očistiti metenje . ,3.1422398e-05,1.5306363e-05
12,ENG30-01421622-v,staviti ili ubaciti u nešto . ,7.821547e-06,6.200719e-05
13,ENG30-01431987-v,lagano dodirivati ili maziti . ,1.7260569e-05,5.710657e-06
14,ENG30-01437254-v,"uzrokovati ili narediti da se preneti , usmeriti ili odaslati na drugi mesto . ",7.101431e-06,5.355005e-06
15,ENG30-01441100-v,napraviti rupa u nešto . ,8.6318705e-06,4.779521e-06
16,ENG30-01445932-v,"uhvatiti , odgristi ili otrgnuti pomoću zub ili kao zub . ",8.386125e-06,4.5020297e-06
17,ENG30-01446901-v,pomerati ili ljuljati napred-nazad . ,1.107834e-05,4.2654306e-06
18,ENG30-01371756-v,"terati , voditi noga , u sport kao što jesam futbal . ",6.722245e-06,5.593884e-06
19,ENG30-01370561-v,udariti noga ,1.0054674e-05,5.229246e-06
20,ENG30-01391280-v,poravnati ili raširiti valjak . ,9.253935e-06,4.988088e-06
21,ENG30-01435380-v,poslati od jedan osoba ili mesto na drugi . ,2.8101653e-05,4.450341e-06
22,ENG30-01456771-v,Čvrsto stisnuti među prst . ,8.51578e-06,5.8637206e-06
23,ENG30-01461328-v,Smešati u jedan celina . ,7.386563e-06,5.598593e-06
24,ENG30-01487311-v,natovariti teret . ,1.6831105e-05,5.095471e-06
25,ENG30-01488956-v,napuniti ili natovariti do kraj . ,8.066581e-06,4.68873e-06
26,ENG30-01489989-v,napuniti ili natovariti . ,1.2679662e-05,5.036253e-06
27,ENG30-01493619-v,Čvrsto ili sigurno se smestiti . ,6.474737e-05,6.6458992e-06
28,ENG30-01528069-v,zabiti ili silom uterati . ,1.2850784e-05,6.1011733e-06
29,ENG30-01536168-v,ispratiti sapun ili preostali prljavština . ,0.5862154,4.799679e-06
30,ENG30-01566705-v,Uništiti ili oštetiti na nasilan način . ,5.7068805e-06,0.4891213
