,ID,Definicija,POS,NEG
0,ENG30-03574555-n,zgrada u koji se nalaziti organizacioni jedinica neki grana javan poslovanje ,1.3446239e-05,1.1341597e-05
1,ENG30-07810907-n,pripremljen dodatak jela za poboljšanje ukus ,1.4948394e-05,1.2879366e-05
2,ENG30-00721431-n,"u nečiji prilika , mogućnost ",4.8121976e-05,0.0026253054
3,ENG30-00473799-v,ostati jesam još samo da se doterati neki finesa u igra plaviti . ,9.057748e-05,3.3194883e-05
4,ENG30-00903385-v,zapad on jesam oprostiti što se nekada računati u Slobin prijatelj . ,1.65517e-05,2.3554674e-05
5,ENG30-00900961-v,""" i najposle se oprostiti : on sklapanje ruka , ja poklon . "" ",6.9026304e-05,2.7025751e-05
6,ENG30-01987160-v,Čeličnu grdosija težak ukupno @card@ ton postaviti jesam na stub i namontirali neimar Mostogradnje . ,1.460522e-05,1.4098688e-05
7,ENG30-01348174-v,sputati pomoću brava ,0.006100024,2.8019087e-05
8,ENG30-01376245-v,razmestiti na raštrkan način . ,0.05718961,0.0009659265
9,ENG30-01382083-v,Tražiti i sakupljati . ,0.0026617516,2.062563e-05
10,ENG30-01387022-v,uglačati turpija ,0.2598025,4.433549e-05
11,ENG30-01393996-v,Očistiti metenje . ,0.53107417,5.7108176e-05
12,ENG30-01421622-v,staviti ili ubaciti u nešto . ,0.0002812591,0.07765992
13,ENG30-01431987-v,lagano dodirivati ili maziti . ,4.1197334e-05,5.0820334e-05
14,ENG30-01437254-v,"uzrokovati ili narediti da se preneti , usmeriti ili odaslati na drugi mesto . ",2.2140057e-05,1.6509428e-05
15,ENG30-01441100-v,napraviti rupa u nešto . ,1.5648677e-05,1.1829127e-05
16,ENG30-01445932-v,"uhvatiti , odgristi ili otrgnuti pomoću zub ili kao zub . ",2.9099387e-05,3.0842893e-05
17,ENG30-01446901-v,pomerati ili ljuljati napred-nazad . ,8.657383e-05,2.3894878e-05
18,ENG30-01371756-v,"terati , voditi noga , u sport kao što jesam futbal . ",3.184646e-05,2.0253656e-05
19,ENG30-01370561-v,udariti noga ,1.339571e-05,1.6900754e-05
20,ENG30-01391280-v,poravnati ili raširiti valjak . ,0.0009697482,0.0001395399
21,ENG30-01435380-v,poslati od jedan osoba ili mesto na drugi . ,1.5354643e-05,1.4679265e-05
22,ENG30-01456771-v,Čvrsto stisnuti među prst . ,1.5625747e-05,3.323208e-05
23,ENG30-01461328-v,Smešati u jedan celina . ,1.6257436e-05,1.890644e-05
24,ENG30-01487311-v,natovariti teret . ,2.81373e-05,2.9977264e-05
25,ENG30-01488956-v,napuniti ili natovariti do kraj . ,3.288291e-05,1.684488e-05
26,ENG30-01489989-v,napuniti ili natovariti . ,0.00030999127,2.3100449e-05
27,ENG30-01493619-v,Čvrsto ili sigurno se smestiti . ,5.7240388e-05,1.7570208e-05
28,ENG30-01528069-v,zabiti ili silom uterati . ,0.00014970814,8.029531e-05
29,ENG30-01536168-v,ispratiti sapun ili preostali prljavština . ,0.21648142,5.777018e-05
30,ENG30-01566705-v,Uništiti ili oštetiti na nasilan način . ,0.00012763264,0.0009922808
31,ENG30-01573515-v,razdvojiti ili učiniti da se nešto naglo razdvojiti . ,4.2427044e-05,2.1804379e-05
32,ENG30-01631534-v,"stvoriti mentalno i apstraktan , a ne ručno . ",2.5565336e-05,0.004925922
33,ENG30-01634142-v,zamisliti neki ideja . ,0.00014970628,1.3645106e-05
34,ENG30-01691057-v,ostavljati ili crtati po površina . ,0.000104793966,4.6216428e-05
35,ENG30-01723690-v,poprimiti ili glumiti nečiji karakter . ,0.0021505908,0.00010747124
36,ENG30-01747374-v,pisati nešto ponovo kako jesam . ,1.6546226e-05,1.6610498e-05
37,ENG30-01797051-v,Osećati tuga . ,3.1552608e-07,0.98150355
38,ENG30-01824532-v,Osećati ili izražavati želja ili nada za nečiji budućnost . ,0.012829832,0.7723182
39,ENG30-01828405-v,jako ili neprekidno želeti . ,0.21125174,0.003587398
40,ENG30-01866610-v,vrteti se ili uzrokovati da se nešto vrtiti . ,2.6429725e-05,0.64341724
41,ENG30-01868370-v,micati se uvijen ili grčevit pokret ( posebno u borba ) . ,1.9790907e-05,2.7083563e-05
42,ENG30-01876530-v,"kretati se u jedan smer , a zatim u suprotan . ",1.4496008e-05,1.2658906e-05
43,ENG30-01888946-v,tresti se grčevito ,0.00035231595,0.0022343558
44,ENG30-01902405-v,kretati se žurno . ,3.774118e-05,1.3282903e-05
45,ENG30-01902783-v,biti u pokret zbog neki strujiti vazduh ili voditi . ,1.5780326e-05,3.4845736e-05
46,ENG30-01909397-v,okrenuti se iz uspravan ili normalan položaj . ,1.4506299e-05,2.0153146e-05
47,ENG30-01911888-v,Prić kradom ili krišom . ,0.72490567,0.022075126
48,ENG30-01916634-v,"hodati gordo , često pokušavati da se impresionirati drugi . ",0.0002298555,3.941649e-05
49,ENG30-01920932-v,"Ići na dug pešačenje , iz zadovoljstvo ili telesni vežba . ",0.00019009091,1.4598864e-05
50,ENG30-01938426-v,kretati se na skija . ,1.7216595e-05,1.3360927e-05
51,ENG30-01960911-v,putovati kroz voda . ,1.42937115e-05,1.3131892e-05
52,ENG30-01977701-v,pustiti nešto da pasti na zemlja . ,2.1339723e-05,1.6064501e-05
53,ENG30-01983771-v,pretrpeti promena u položaj telo . ,1.5550202e-05,1.611277e-05
54,ENG30-01993926-v,Učiniti da nešto biti pomaknuti prema napred . ,0.9404751,4.114237e-06
55,ENG30-02038357-v,nagnuti se ili saviti iz uspravan položaj . ,1.8262323e-05,1.3386855e-05
56,ENG30-02058448-v,micati se neprestano . ,0.00024515777,4.9805974e-05
57,ENG30-02123672-v,Ispuštati miris . ,1.5057503e-05,5.4769705e-05
58,ENG30-02125223-v,osetiti nečiji miris . ,5.8485053e-05,0.05471337
59,ENG30-01887576-v,kretati se gladak i bez muka . ,0.000100249104,0.000111569745
60,ENG30-01886488-v,prolaziti ili se kretati nenametljiv ili gladak . ,0.0002589214,1.52006105e-05
61,ENG30-01587062-v,potpuno okružiti . ,0.03089519,2.1842196e-05
62,ENG30-01467370-v,protezati se istovremeno na sav strana . ,1.422701e-05,1.383608e-05
63,ENG30-01976841-v,padati okomito . ,0.0013469675,2.4841109e-05
64,ENG30-02157731-v,Učiniti manje vidljiv ili nejasan . ,3.4771314e-05,0.0008316728
65,ENG30-02158587-v,Učiniti neprepoznatljiv . ,0.13255669,0.031089853
66,ENG30-01334535-v,sakriti pod lažan pojava . ,1.4668214e-05,2.8494906e-05
67,ENG30-02163746-v,"Ugladati , opaziti oči . ",0.18801457,3.7287733e-05
68,ENG30-02165543-v,Pažljivo ispitati . ,0.00014807002,0.0012841373
69,ENG30-02186506-v,proizvoditi ili emitovati prodoran zveketav zvuk . ,4.2061925e-05,5.7340545e-05
70,ENG30-02188587-v,"proizvoditi taj šuštav zvuk , kao kad motor raditi ili krilo lepršaj . ",1.7028062e-05,2.190487e-05
71,ENG30-02212825-v,ne dati neki šta on pripadati . ,1.4553591e-05,0.0004893124
72,ENG30-02259005-v,zameniti ili dati nešto u zamena . ,2.2739261e-05,4.4769793e-05
73,ENG30-02290461-v,Steći korist . ,0.14856406,0.00032334423
74,ENG30-02293321-v,predati neki ili nešto drugi . ,0.0007294403,7.778722e-05
75,ENG30-02324026-v,dobiti privremeno . ,1.4252155e-05,0.019968368
76,ENG30-02345647-v,pozajmiti nešto što jesam strogo potrebno . ,0.000739964,0.00094912975
77,ENG30-02349212-v,ukazati poverenje koji . ,0.7882741,2.2656124e-05
78,ENG30-02378623-v,delovati protiv nešto . ,2.0889865e-05,0.00025411425
79,ENG30-02384940-v,pozvati kao gost . ,5.0132385e-05,3.541728e-05
80,ENG30-02437707-v,biti zadužiti za nešto ili imati poslati sa nešto . ,0.00079886836,3.065612e-05
81,ENG30-02485844-v,Ići sa neki na sastanak . ,1.951218e-05,1.550837e-05
82,ENG30-02506546-v,prisiliti ili obavezati neki da uraditi nešto . ,0.0026861588,7.239277e-05
83,ENG30-02570267-v,Ponašati se prema neki sa preteran popustljivost . ,0.0007344656,0.0012663319
84,ENG30-01752884-v,Učiniti moguć . ,4.621645e-05,0.010555826
85,ENG30-02641035-v,privremeno prekinuti aktivnost pre nego što se nastaviti . ,1.47958335e-05,1.7373271e-05
86,ENG30-02652494-v,biti stanar ; privremeno boraviti . ,4.1712043e-05,0.00033874915
87,ENG30-02656390-v,obezbediti sklonište . ,0.00012774931,2.5715577e-05
88,ENG30-02664575-v,biti ili činiti osnova . ,0.00020325076,1.9055266e-05
89,ENG30-02700104-v,"biti u sklad , harmonija . ",0.0014659002,5.065653e-05
90,ENG30-02705535-v,biti deo . ,2.301303e-05,1.319258e-05
91,ENG30-02758033-v,obilno kišiti . ,0.0006106662,9.0716916e-05
92,ENG30-02733524-n,Građevinska konstrukcija ( obično zakriviti ) koji služiti da premostiti otvor ( arhitektura ) . ,1.5032184e-05,3.2593118e-05
93,ENG30-03462594-n,Površina ( kao zid ili platno ) pripremiti da primiti boja za slika ( umetnost ) . ,1.4812828e-05,1.4736528e-05
