,ID,Definicija,POS,NEG
0,ENG30-03574555-n,zgrada u koji se nalaziti organizacioni jedinica neki grana javan poslovanje ,7.759549e-05,1.918101e-05
1,ENG30-07810907-n,pripremljen dodatak jela za poboljšanje ukus ,0.00016923725,8.068858e-05
2,ENG30-00721431-n,"u nečiji prilika , mogućnost ",0.000266521,0.00049777766
3,ENG30-00473799-v,ostati jesam još samo da se doterati neki finesa u igra plaviti . ,9.172612e-05,0.0008739677
4,ENG30-00903385-v,zapad on jesam oprostiti što se nekada računati u Slobin prijatelj . ,0.000102445454,0.0019180481
5,ENG30-00900961-v,""" i najposle se oprostiti : on sklapanje ruka , ja poklon . "" ",0.00017075475,0.00060962775
6,ENG30-01987160-v,Čeličnu grdosija težak ukupno @card@ ton postaviti jesam na stub i namontirali neimar Mostogradnje . ,8.326828e-05,1.758356e-05
7,ENG30-01348174-v,sputati pomoću brava ,0.49068272,0.0002631564
8,ENG30-01376245-v,razmestiti na raštrkan način . ,0.00041084294,0.0014870944
9,ENG30-01382083-v,Tražiti i sakupljati . ,0.012025012,0.0009780022
10,ENG30-01387022-v,uglačati turpija ,0.017708268,0.024904208
11,ENG30-01393996-v,Očistiti metenje . ,0.0520864,0.18000738
12,ENG30-01421622-v,staviti ili ubaciti u nešto . ,0.00036939193,0.0010375021
13,ENG30-01431987-v,lagano dodirivati ili maziti . ,0.0009630403,0.0009409639
14,ENG30-01437254-v,"uzrokovati ili narediti da se preneti , usmeriti ili odaslati na drugi mesto . ",6.9757276e-05,0.0005908027
15,ENG30-01441100-v,napraviti rupa u nešto . ,0.00027694993,0.0005004529
16,ENG30-01445932-v,"uhvatiti , odgristi ili otrgnuti pomoću zub ili kao zub . ",0.00012349374,6.348001e-05
17,ENG30-01446901-v,pomerati ili ljuljati napred-nazad . ,0.0005662572,0.0008344047
18,ENG30-01371756-v,"terati , voditi noga , u sport kao što jesam futbal . ",0.00010319107,0.00023138899
19,ENG30-01370561-v,udariti noga ,0.0063686217,0.0048854304
20,ENG30-01391280-v,poravnati ili raširiti valjak . ,0.00071365567,0.0008732879
21,ENG30-01435380-v,poslati od jedan osoba ili mesto na drugi . ,9.145143e-05,2.8594686e-05
22,ENG30-01456771-v,Čvrsto stisnuti među prst . ,0.000403622,0.00037162198
23,ENG30-01461328-v,Smešati u jedan celina . ,0.00027374984,0.00015935602
24,ENG30-01487311-v,natovariti teret . ,0.01719544,0.041470785
25,ENG30-01488956-v,napuniti ili natovariti do kraj . ,0.00022399692,0.00053099386
26,ENG30-01489989-v,napuniti ili natovariti . ,0.0019430916,0.0035901067
27,ENG30-01493619-v,Čvrsto ili sigurno se smestiti . ,0.00023909967,0.0008019023
28,ENG30-01528069-v,zabiti ili silom uterati . ,0.0012296004,0.0008611243
29,ENG30-01536168-v,ispratiti sapun ili preostali prljavština . ,0.0018513029,0.7224628
30,ENG30-01566705-v,Uništiti ili oštetiti na nasilan način . ,0.000121599514,0.45290747
31,ENG30-01573515-v,razdvojiti ili učiniti da se nešto naglo razdvojiti . ,0.00015068612,0.0006533352
32,ENG30-01631534-v,"stvoriti mentalno i apstraktan , a ne ručno . ",0.00017822985,0.0007737375
33,ENG30-01634142-v,zamisliti neki ideja . ,0.001417984,0.09271645
34,ENG30-01691057-v,ostavljati ili crtati po površina . ,0.00024527084,0.00039144972
35,ENG30-01723690-v,poprimiti ili glumiti nečiji karakter . ,0.00029052942,0.004213069
36,ENG30-01747374-v,pisati nešto ponovo kako jesam . ,0.00028472528,0.00019435177
37,ENG30-01797051-v,Osećati tuga . ,0.08666621,0.45523703
38,ENG30-01824532-v,Osećati ili izražavati želja ili nada za nečiji budućnost . ,0.0001635259,0.0010096059
39,ENG30-01828405-v,jako ili neprekidno želeti . ,0.08362342,0.3838381
40,ENG30-01866610-v,vrteti se ili uzrokovati da se nešto vrtiti . ,0.00015435327,0.0017295957
41,ENG30-01868370-v,micati se uvijen ili grčevit pokret ( posebno u borba ) . ,9.816352e-05,0.00011142548
42,ENG30-01876530-v,"kretati se u jedan smer , a zatim u suprotan . ",0.00010912317,2.22722e-05
43,ENG30-01888946-v,tresti se grčevito ,0.009194888,0.17572075
44,ENG30-01902405-v,kretati se žurno . ,0.002629369,0.0010986339
45,ENG30-01902783-v,biti u pokret zbog neki strujiti vazduh ili voditi . ,0.00011405003,0.00021558515
46,ENG30-01909397-v,okrenuti se iz uspravan ili normalan položaj . ,0.00014678971,0.0002289208
47,ENG30-01911888-v,Prić kradom ili krišom . ,0.1795621,0.30318978
48,ENG30-01916634-v,"hodati gordo , često pokušavati da se impresionirati drugi . ",0.00015112727,0.0003838311
49,ENG30-01920932-v,"Ići na dug pešačenje , iz zadovoljstvo ili telesni vežba . ",8.64649e-05,4.6199475e-05
50,ENG30-01938426-v,kretati se na skija . ,0.0007008496,0.00039290803
51,ENG30-01960911-v,putovati kroz voda . ,0.00045324423,0.00022958625
52,ENG30-01977701-v,pustiti nešto da pasti na zemlja . ,0.00013314674,0.0001804209
53,ENG30-01983771-v,pretrpeti promena u položaj telo . ,0.0001834326,0.00013111724
54,ENG30-01993926-v,Učiniti da nešto biti pomaknuti prema napred . ,0.0003940284,0.00037849965
55,ENG30-02038357-v,nagnuti se ili saviti iz uspravan položaj . ,0.00014784333,0.00013771014
56,ENG30-02058448-v,micati se neprestano . ,0.0008393484,0.0017321709
57,ENG30-02123672-v,Ispuštati miris . ,0.008793007,0.031927336
58,ENG30-02125223-v,osetiti nečiji miris . ,0.0008680911,0.0011021416
59,ENG30-01887576-v,kretati se gladak i bez muka . ,0.00044118182,0.00034011484
60,ENG30-01886488-v,prolaziti ili se kretati nenametljiv ili gladak . ,0.00034403006,0.00028798197
61,ENG30-01587062-v,potpuno okružiti . ,0.20045851,0.07187791
62,ENG30-01467370-v,protezati se istovremeno na sav strana . ,0.00013118828,0.0001595921
63,ENG30-01976841-v,padati okomito . ,0.00872251,0.015169752
64,ENG30-02157731-v,Učiniti manje vidljiv ili nejasan . ,0.00023588639,0.0012664837
65,ENG30-02158587-v,Učiniti neprepoznatljiv . ,0.09300278,0.05847558
66,ENG30-01334535-v,sakriti pod lažan pojava . ,0.00046708362,0.00044793123
67,ENG30-02163746-v,"Ugladati , opaziti oči . ",0.0132010495,0.004771142
68,ENG30-02165543-v,Pažljivo ispitati . ,0.00928042,0.051612318
69,ENG30-02186506-v,proizvoditi ili emitovati prodoran zveketav zvuk . ,0.00015170702,0.00010416285
70,ENG30-02188587-v,"proizvoditi taj šuštav zvuk , kao kad motor raditi ili krilo lepršaj . ",7.452345e-05,3.83631e-05
71,ENG30-02212825-v,ne dati neki šta on pripadati . ,0.0001634098,0.00056160474
72,ENG30-02259005-v,zameniti ili dati nešto u zamena . ,0.00032622917,0.00015158007
73,ENG30-02290461-v,Steći korist . ,0.08155755,0.10455858
74,ENG30-02293321-v,predati neki ili nešto drugi . ,0.00042136878,0.0010052527
75,ENG30-02324026-v,dobiti privremeno . ,0.024323093,0.022083005
76,ENG30-02345647-v,pozajmiti nešto što jesam strogo potrebno . ,0.0003231968,0.0011351508
77,ENG30-02349212-v,ukazati poverenje koji . ,0.4516087,0.07840543
78,ENG30-02378623-v,delovati protiv nešto . ,0.0008854923,0.08439975
79,ENG30-02384940-v,pozvati kao gost . ,0.00087062584,0.0018076167
80,ENG30-02437707-v,biti zadužiti za nešto ili imati poslati sa nešto . ,0.00012806154,0.0003365251
81,ENG30-02485844-v,Ići sa neki na sastanak . ,0.0001677271,0.0001610578
82,ENG30-02506546-v,prisiliti ili obavezati neki da uraditi nešto . ,0.0005697807,0.001779884
83,ENG30-02570267-v,Ponašati se prema neki sa preteran popustljivost . ,0.0009089884,0.6300005
84,ENG30-01752884-v,Učiniti moguć . ,0.008027662,0.020643977
85,ENG30-02641035-v,privremeno prekinuti aktivnost pre nego što se nastaviti . ,0.00012319892,2.9610128e-05
86,ENG30-02652494-v,biti stanar ; privremeno boraviti . ,0.0013538663,0.004615486
87,ENG30-02656390-v,obezbediti sklonište . ,0.11262284,0.0032780042
88,ENG30-02664575-v,biti ili činiti osnova . ,0.0020452552,0.0004997251
89,ENG30-02700104-v,"biti u sklad , harmonija . ",0.0068365415,0.29312927
90,ENG30-02705535-v,biti deo . ,0.0041395747,0.004083469
91,ENG30-02758033-v,obilno kišiti . ,0.3771293,0.08742748
92,ENG30-02733524-n,Građevinska konstrukcija ( obično zakriviti ) koji služiti da premostiti otvor ( arhitektura ) . ,9.9785066e-05,0.00068003224
93,ENG30-03462594-n,Površina ( kao zid ili platno ) pripremiti da primiti boja za slika ( umetnost ) . ,6.7174224e-05,1.7550154e-05
94,ENG30-08592165-n,Položaj koji trkač sa baza zauzimati kada se pripremati da napredovati ka sledeći baza ( bejzbol ) . ,7.079701e-05,4.378398e-05
95,ENG30-07293678-n,Pobeda dobiti na poen kada nem nokaut ( boks ) . ,0.0001046719,0.0005725658
96,ENG30-05034473-n,karakteristika atom ili radikal ; njihov združiti moć dati u kategorija brojati atom vodonik ( ili ekvivalent ) ( hemija ) . ,7.204691e-05,1.7129096e-05
97,ENG30-07977592-n,zbirka standardan program i podrutina koji se pohranjivati i stavljati na raspolaganje za trenutan upotreba ( informatika ) . ,0.000101359146,9.241837e-05
98,ENG30-13562862-n,postepen i sređen proces promena u ekosistem koji jesam izazvati progresivno zamenjivanje jedan zajednica drugi dok se ne uspostaviti stabilan vrhunac ( ekologija ) . ,6.469981e-05,0.0014250503
99,ENG30-13451804-n,"upotreba privredni dobro da biti se zadovoljiti potreba , ili u proizvodni svrha ( ekonomija ) . ",0.00024356582,0.00026334616
100,ENG30-07420991-n,Oštar prolazan talas u normalan električni stanje ( ili niz takav prolazan ) ( elektronika ) . ,7.6961216e-05,2.5906991e-05
101,ENG30-13597794-n,u pozicioni brojni sistema pozitivan ceo broj koji jesam ekvivalentan jedinica na sledeći višem redni mesto ( matematika ) . ,6.5438486e-05,1.5200016e-05
102,ENG30-05057061-n,Položaj na koji se po dužnost raspoređivati brod ili flota ( mornarica ) . ,0.000119638826,7.454888e-05
103,ENG30-01455732-a,"za zvuk , posebno glas . ",0.00020781306,0.00048458707
104,ENG30-07345593-n,progresivan ometanje koji se prenositi bez pomeranje sam sredstvo ( fizika ) . ,0.000109756285,6.83205e-05
