,ID,Definicija,POS,NEG
0,ENG30-03574555-n,zgrada u koji se nalaziti organizacioni jedinica neki grana javan poslovanje ,7.411842e-05,7.168535e-05
1,ENG30-07810907-n,pripremljen dodatak jela za poboljšanje ukus ,7.453806e-05,6.545339e-05
2,ENG30-00721431-n,"u nečiji prilika , mogućnost ",7.4002266e-05,9.2189235e-05
3,ENG30-00473799-v,ostati jesam još samo da se doterati neki finesa u igra plaviti . ,7.547022e-05,7.204855e-05
4,ENG30-00903385-v,zapad on jesam oprostiti što se nekada računati u Slobin prijatelj . ,7.564666e-05,7.604362e-05
5,ENG30-00900961-v,""" i najposle se oprostiti : on sklapanje ruka , ja poklon . "" ",8.119622e-05,6.639714e-05
6,ENG30-01987160-v,Čeličnu grdosija težak ukupno @card@ ton postaviti jesam na stub i namontirali neimar Mostogradnje . ,7.6379314e-05,8.0398975e-05
7,ENG30-01348174-v,sputati pomoću brava ,7.3076946e-05,5.2231066e-05
8,ENG30-01376245-v,razmestiti na raštrkan način . ,8.701922e-05,0.00018867667
9,ENG30-01382083-v,Tražiti i sakupljati . ,7.9694786e-05,6.42261e-05
10,ENG30-01387022-v,uglačati turpija ,7.797458e-05,4.8107286e-05
11,ENG30-01393996-v,Očistiti metenje . ,0.000111267225,0.00014818755
12,ENG30-01421622-v,staviti ili ubaciti u nešto . ,7.742802e-05,7.718318e-05
13,ENG30-01431987-v,lagano dodirivati ili maziti . ,7.715674e-05,6.906874e-05
14,ENG30-01437254-v,"uzrokovati ili narediti da se preneti , usmeriti ili odaslati na drugi mesto . ",7.694844e-05,0.00014431508
15,ENG30-01441100-v,napraviti rupa u nešto . ,7.752544e-05,5.569312e-05
16,ENG30-01445932-v,"uhvatiti , odgristi ili otrgnuti pomoću zub ili kao zub . ",7.523891e-05,7.114481e-05
17,ENG30-01446901-v,pomerati ili ljuljati napred-nazad . ,0.00012279549,6.6774846e-05
18,ENG30-01371756-v,"terati , voditi noga , u sport kao što jesam futbal . ",7.6525874e-05,6.864971e-05
19,ENG30-01370561-v,udariti noga ,7.0926406e-05,5.3548065e-05
20,ENG30-01391280-v,poravnati ili raširiti valjak . ,7.6525124e-05,0.00016618003
21,ENG30-01435380-v,poslati od jedan osoba ili mesto na drugi . ,7.64006e-05,7.250551e-05
22,ENG30-01456771-v,Čvrsto stisnuti među prst . ,8.169107e-05,5.7281595e-05
23,ENG30-01461328-v,Smešati u jedan celina . ,7.284907e-05,8.371334e-05
24,ENG30-01487311-v,natovariti teret . ,7.4679796e-05,5.8518322e-05
25,ENG30-01488956-v,napuniti ili natovariti do kraj . ,7.842916e-05,7.7970355e-05
26,ENG30-01489989-v,napuniti ili natovariti . ,7.634536e-05,6.344809e-05
27,ENG30-01493619-v,Čvrsto ili sigurno se smestiti . ,9.400669e-05,6.930588e-05
28,ENG30-01528069-v,zabiti ili silom uterati . ,0.00067375746,6.633393e-05
29,ENG30-01536168-v,ispratiti sapun ili preostali prljavština . ,0.00020951309,0.7591056
30,ENG30-01566705-v,Uništiti ili oštetiti na nasilan način . ,4.5413475e-07,0.9940663
31,ENG30-01573515-v,razdvojiti ili učiniti da se nešto naglo razdvojiti . ,8.150027e-05,8.41014e-05
32,ENG30-01631534-v,"stvoriti mentalno i apstraktan , a ne ručno . ",0.0001098032,0.0001291856
33,ENG30-01634142-v,zamisliti neki ideja . ,8.437966e-05,7.965968e-05
34,ENG30-01691057-v,ostavljati ili crtati po površina . ,7.672006e-05,8.516792e-05
35,ENG30-01723690-v,poprimiti ili glumiti nečiji karakter . ,7.8139994e-05,0.00010797067
36,ENG30-01747374-v,pisati nešto ponovo kako jesam . ,7.803044e-05,7.0174334e-05
