,ID,Definicija,POS,NEG
0,ENG30-03574555-n,zgrada u koji se nalaziti organizacioni jedinica neki grana javan poslovanje ,4.6614247e-07,4.356965e-06
1,ENG30-07810907-n,pripremljen dodatak jela za poboljšanje ukus ,4.7874335e-07,3.4366453e-06
2,ENG30-00721431-n,"u nečiji prilika , mogućnost ",7.030554e-07,1.9080568e-05
3,ENG30-00473799-v,ostati jesam još samo da se doterati neki finesa u igra plaviti . ,4.9197035e-07,5.687762e-06
4,ENG30-00903385-v,zapad on jesam oprostiti što se nekada računati u Slobin prijatelj . ,5.9207764e-07,7.84221e-06
5,ENG30-00900961-v,""" i najposle se oprostiti : on sklapanje ruka , ja poklon . "" ",3.2687635e-07,0.42508277
6,ENG30-01987160-v,Čeličnu grdosija težak ukupno @card@ ton postaviti jesam na stub i namontirali neimar Mostogradnje . ,5.4053794e-07,3.85072e-06
7,ENG30-01348174-v,sputati pomoću brava ,9.879992e-06,4.648184e-06
8,ENG30-01376245-v,razmestiti na raštrkan način . ,8.052734e-07,1.5931213e-05
9,ENG30-01382083-v,Tražiti i sakupljati . ,1.068927e-06,6.3299067e-06
10,ENG30-01387022-v,uglačati turpija ,8.794311e-07,0.5367714
11,ENG30-01393996-v,Očistiti metenje . ,0.5007237,5.0360845e-06
12,ENG30-01421622-v,staviti ili ubaciti u nešto . ,5.4948924e-07,1.6182496e-05
13,ENG30-01431987-v,lagano dodirivati ili maziti . ,7.9367953e-07,8.644508e-06
14,ENG30-01437254-v,"uzrokovati ili narediti da se preneti , usmeriti ili odaslati na drugi mesto . ",7.0901393e-07,6.2758054e-06
15,ENG30-01441100-v,napraviti rupa u nešto . ,5.828641e-07,5.556636e-06
16,ENG30-01445932-v,"uhvatiti , odgristi ili otrgnuti pomoću zub ili kao zub . ",8.465462e-07,5.5024097e-06
17,ENG30-01446901-v,pomerati ili ljuljati napred-nazad . ,9.795551e-07,4.8475054e-06
18,ENG30-01371756-v,"terati , voditi noga , u sport kao što jesam futbal . ",5.067315e-07,4.803074e-06
19,ENG30-01370561-v,udariti noga ,6.859265e-07,4.0789005e-06
20,ENG30-01391280-v,poravnati ili raširiti valjak . ,1.2162303e-06,9.790294e-06
21,ENG30-01435380-v,poslati od jedan osoba ili mesto na drugi . ,9.285881e-07,3.5599e-06
22,ENG30-01456771-v,Čvrsto stisnuti među prst . ,1.2520131e-06,4.958896e-06
23,ENG30-01461328-v,Smešati u jedan celina . ,6.4250867e-07,4.650231e-06
24,ENG30-01487311-v,natovariti teret . ,7.103884e-07,5.4196203e-06
25,ENG30-01488956-v,napuniti ili natovariti do kraj . ,6.167044e-07,9.2448545e-06
26,ENG30-01489989-v,napuniti ili natovariti . ,7.171879e-06,7.359045e-06
27,ENG30-01493619-v,Čvrsto ili sigurno se smestiti . ,8.1582954e-07,5.0975807e-05
28,ENG30-01528069-v,zabiti ili silom uterati . ,2.1988055e-06,8.173472e-06
29,ENG30-01536168-v,ispratiti sapun ili preostali prljavština . ,2.9679622e-06,0.63721454
