,ID,Definicija,POS,NEG
0,ENG30-03574555-n,zgrada u koji se nalaziti organizacioni jedinica neki grana javan poslovanje ,6.0009875e-06,8.615625e-06
1,ENG30-07810907-n,pripremljen dodatak jela za poboljšanje ukus ,6.9212947e-06,9.980046e-06
2,ENG30-00721431-n,"u nečiji prilika , mogućnost ",8.808e-07,0.9013876
3,ENG30-00473799-v,ostati jesam još samo da se doterati neki finesa u igra plaviti . ,9.736344e-06,2.9097753e-05
4,ENG30-00903385-v,zapad on jesam oprostiti što se nekada računati u Slobin prijatelj . ,7.5623257e-06,6.2156214e-05
5,ENG30-00900961-v,""" i najposle se oprostiti : on sklapanje ruka , ja poklon . "" ",1.1638161e-05,0.30481714
6,ENG30-01987160-v,Čeličnu grdosija težak ukupno @card@ ton postaviti jesam na stub i namontirali neimar Mostogradnje . ,8.247843e-06,1.0948793e-05
7,ENG30-01348174-v,sputati pomoću brava ,0.4808027,5.8949836e-06
8,ENG30-01376245-v,razmestiti na raštrkan način . ,3.0924715e-05,0.06107695
9,ENG30-01382083-v,Tražiti i sakupljati . ,4.5473997e-05,1.4364812e-05
10,ENG30-01387022-v,uglačati turpija ,0.001285858,0.11189905
11,ENG30-01393996-v,Očistiti metenje . ,0.4893286,1.3161022e-05
12,ENG30-01421622-v,staviti ili ubaciti u nešto . ,1.4051528e-05,2.7368018e-05
13,ENG30-01431987-v,lagano dodirivati ili maziti . ,7.5950324e-05,1.3084592e-05
14,ENG30-01437254-v,"uzrokovati ili narediti da se preneti , usmeriti ili odaslati na drugi mesto . ",7.842193e-06,1.046472e-05
15,ENG30-01441100-v,napraviti rupa u nešto . ,0.000116315874,3.5128247e-05
16,ENG30-01445932-v,"uhvatiti , odgristi ili otrgnuti pomoću zub ili kao zub . ",2.5103773e-05,8.576275e-06
17,ENG30-01446901-v,pomerati ili ljuljati napred-nazad . ,2.7896594e-05,2.2411246e-05
18,ENG30-01371756-v,"terati , voditi noga , u sport kao što jesam futbal . ",5.816406e-06,1.25489605e-05
19,ENG30-01370561-v,udariti noga ,7.5843336e-06,1.1381407e-05
20,ENG30-01391280-v,poravnati ili raširiti valjak . ,0.0049267323,2.3230283e-05
21,ENG30-01435380-v,poslati od jedan osoba ili mesto na drugi . ,8.856912e-06,9.083626e-06
22,ENG30-01456771-v,Čvrsto stisnuti među prst . ,5.1909014e-05,1.0965922e-05
23,ENG30-01461328-v,Smešati u jedan celina . ,5.033484e-05,1.1394995e-05
24,ENG30-01487311-v,natovariti teret . ,1.4449605e-05,3.073245e-05
25,ENG30-01488956-v,napuniti ili natovariti do kraj . ,8.584443e-06,1.3460543e-05
26,ENG30-01489989-v,napuniti ili natovariti . ,2.6061607e-05,1.7095339e-05
27,ENG30-01493619-v,Čvrsto ili sigurno se smestiti . ,1.5223425e-05,2.6686419e-05
28,ENG30-01528069-v,zabiti ili silom uterati . ,0.0001448939,3.228925e-05
29,ENG30-01536168-v,ispratiti sapun ili preostali prljavština . ,0.004691327,0.8413638
30,ENG30-01566705-v,Uništiti ili oštetiti na nasilan način . ,7.728815e-08,0.99943596
31,ENG30-01573515-v,razdvojiti ili učiniti da se nešto naglo razdvojiti . ,0.0007863435,1.09155735e-05
32,ENG30-01631534-v,"stvoriti mentalno i apstraktan , a ne ručno . ",0.00019261194,0.0001675356
33,ENG30-01634142-v,zamisliti neki ideja . ,8.372249e-06,0.00017665017
34,ENG30-01691057-v,ostavljati ili crtati po površina . ,2.3290968e-05,9.831009e-06
35,ENG30-01723690-v,poprimiti ili glumiti nečiji karakter . ,0.00029023574,0.00015949855
36,ENG30-01747374-v,pisati nešto ponovo kako jesam . ,6.317049e-06,9.71728e-06
37,ENG30-01797051-v,Osećati tuga . ,5.7133726e-10,0.9999517
38,ENG30-01824532-v,Osećati ili izražavati želja ili nada za nečiji budućnost . ,6.79364e-05,0.0071565975
39,ENG30-01828405-v,jako ili neprekidno želeti . ,1.0076179e-05,0.49658066
40,ENG30-01866610-v,vrteti se ili uzrokovati da se nešto vrtiti . ,8.928016e-05,3.8283775e-05
41,ENG30-01868370-v,micati se uvijen ili grčevit pokret ( posebno u borba ) . ,7.4235863e-06,7.844325e-06
42,ENG30-01876530-v,"kretati se u jedan smer , a zatim u suprotan . ",8.317551e-06,7.1483078e-06
43,ENG30-01888946-v,tresti se grčevito ,0.47569296,1.1188777e-05
44,ENG30-01902405-v,kretati se žurno . ,0.00032844918,8.890313e-06
45,ENG30-01902783-v,biti u pokret zbog neki strujiti vazduh ili voditi . ,5.3944846e-06,1.0725737e-05
46,ENG30-01909397-v,okrenuti se iz uspravan ili normalan položaj . ,7.389198e-05,1.1174527e-05
47,ENG30-01911888-v,Prić kradom ili krišom . ,0.27186206,0.22840844
48,ENG30-01916634-v,"hodati gordo , često pokušavati da se impresionirati drugi . ",3.445224e-05,7.915715e-06
