,ID,Definicija,POS,NEG
0,ENG30-03574555-n,zgrada u koji se nalaziti organizacioni jedinica neki grana javan poslovanje ,2.0955552e-08,1.6652505e-06
1,ENG30-07810907-n,pripremljen dodatak jela za poboljšanje ukus ,2.6166902e-08,1.7453502e-06
2,ENG30-00721431-n,"u nečiji prilika , mogućnost ",2.140429e-08,2.6550067e-06
3,ENG30-00473799-v,ostati jesam još samo da se doterati neki finesa u igra plaviti . ,1.0533154e-07,2.118651e-06
4,ENG30-00903385-v,zapad on jesam oprostiti što se nekada računati u Slobin prijatelj . ,2.3688695e-08,2.2336094e-06
5,ENG30-00900961-v,""" i najposle se oprostiti : on sklapanje ruka , ja poklon . "" ",7.6999875e-08,2.603788e-06
6,ENG30-01987160-v,Čeličnu grdosija težak ukupno @card@ ton postaviti jesam na stub i namontirali neimar Mostogradnje . ,2.8981855e-08,1.80029e-06
7,ENG30-01348174-v,sputati pomoću brava ,2.6610154e-08,2.1505236e-06
8,ENG30-01376245-v,razmestiti na raštrkan način . ,1.0083904e-10,0.9988789
9,ENG30-01382083-v,Tražiti i sakupljati . ,3.169324e-06,5.574971e-06
10,ENG30-01387022-v,uglačati turpija ,1.4226528e-06,1.827637e-06
11,ENG30-01393996-v,Očistiti metenje . ,3.6664574e-08,2.5905222e-06
12,ENG30-01421622-v,staviti ili ubaciti u nešto . ,2.7845278e-08,1.7567692e-06
13,ENG30-01431987-v,lagano dodirivati ili maziti . ,3.732967e-08,1.7715577e-06
14,ENG30-01437254-v,"uzrokovati ili narediti da se preneti , usmeriti ili odaslati na drugi mesto . ",3.0125253e-08,2.3622883e-06
15,ENG30-01441100-v,napraviti rupa u nešto . ,2.0447597e-08,1.9281292e-06
16,ENG30-01445932-v,"uhvatiti , odgristi ili otrgnuti pomoću zub ili kao zub . ",3.1583355e-08,1.924545e-06
17,ENG30-01446901-v,pomerati ili ljuljati napred-nazad . ,3.4822097e-08,1.9650633e-06
18,ENG30-01371756-v,"terati , voditi noga , u sport kao što jesam futbal . ",2.6545072e-08,1.8395234e-06
19,ENG30-01370561-v,udariti noga ,2.1125105e-08,1.6986224e-06
20,ENG30-01391280-v,poravnati ili raširiti valjak . ,3.653489e-08,2.04771e-06
21,ENG30-01435380-v,poslati od jedan osoba ili mesto na drugi . ,3.0743532e-08,1.7489591e-06
22,ENG30-01456771-v,Čvrsto stisnuti među prst . ,2.6560874e-08,1.7633188e-06
23,ENG30-01461328-v,Smešati u jedan celina . ,2.3776977e-08,1.7131617e-06
24,ENG30-01487311-v,natovariti teret . ,2.707963e-08,1.7367031e-06
25,ENG30-01488956-v,napuniti ili natovariti do kraj . ,2.916368e-08,1.8718017e-06
26,ENG30-01489989-v,napuniti ili natovariti . ,4.0053475e-08,1.8035188e-06
27,ENG30-01493619-v,Čvrsto ili sigurno se smestiti . ,5.2020823e-08,1.8998861e-06
28,ENG30-01528069-v,zabiti ili silom uterati . ,6.157868e-07,1.8944717e-06
29,ENG30-01536168-v,ispratiti sapun ili preostali prljavština . ,2.9459837e-08,0.9996214
30,ENG30-01566705-v,Uništiti ili oštetiti na nasilan način . ,5.6131324e-12,0.99997914
31,ENG30-01573515-v,razdvojiti ili učiniti da se nešto naglo razdvojiti . ,4.9510778e-08,1.8912558e-06
32,ENG30-01631534-v,"stvoriti mentalno i apstraktan , a ne ručno . ",2.9811833e-08,2.7455987e-06
33,ENG30-01634142-v,zamisliti neki ideja . ,1.2174002e-07,1.8116881e-06
34,ENG30-01691057-v,ostavljati ili crtati po površina . ,9.093911e-08,1.8764842e-06
35,ENG30-01723690-v,poprimiti ili glumiti nečiji karakter . ,3.791216e-08,2.23981e-06
36,ENG30-01747374-v,pisati nešto ponovo kako jesam . ,2.395094e-08,1.7943526e-06
37,ENG30-01797051-v,Osećati tuga . ,1.3094173e-11,0.99998105
38,ENG30-01824532-v,Osećati ili izražavati želja ili nada za nečiji budućnost . ,7.268389e-05,2.205331e-06
39,ENG30-01828405-v,jako ili neprekidno želeti . ,0.011044452,2.1404624e-06
40,ENG30-01866610-v,vrteti se ili uzrokovati da se nešto vrtiti . ,7.320637e-07,0.00027470998
41,ENG30-01868370-v,micati se uvijen ili grčevit pokret ( posebno u borba ) . ,3.0942726e-08,1.7298926e-06
42,ENG30-01876530-v,"kretati se u jedan smer , a zatim u suprotan . ",3.2899056e-08,1.6351172e-06
43,ENG30-01888946-v,tresti se grčevito ,8.747462e-08,2.1891065e-06
44,ENG30-01902405-v,kretati se žurno . ,2.9340768e-08,1.9246663e-06
45,ENG30-01902783-v,biti u pokret zbog neki strujiti vazduh ili voditi . ,3.1829856e-08,1.7799574e-06
46,ENG30-01909397-v,okrenuti se iz uspravan ili normalan položaj . ,2.8836059e-08,2.0131527e-06
47,ENG30-01911888-v,Prić kradom ili krišom . ,0.00017978357,0.31703952
48,ENG30-01916634-v,"hodati gordo , često pokušavati da se impresionirati drugi . ",2.0036732e-07,2.3051928e-06
49,ENG30-01920932-v,"Ići na dug pešačenje , iz zadovoljstvo ili telesni vežba . ",1.2268866e-07,5.3186063e-06
50,ENG30-01938426-v,kretati se na skija . ,2.631906e-08,1.894079e-06
51,ENG30-01960911-v,putovati kroz voda . ,2.0859368e-08,1.6962913e-06
52,ENG30-01977701-v,pustiti nešto da pasti na zemlja . ,4.8180706e-08,2.4521967e-06
53,ENG30-01983771-v,pretrpeti promena u položaj telo . ,2.3205017e-08,1.7964243e-06
54,ENG30-01993926-v,Učiniti da nešto biti pomaknuti prema napred . ,1.6770622e-07,2.6404468e-06
55,ENG30-02038357-v,nagnuti se ili saviti iz uspravan položaj . ,2.8735865e-08,1.7706575e-06
56,ENG30-02058448-v,micati se neprestano . ,3.4621955e-08,2.0225336e-06
57,ENG30-02123672-v,Ispuštati miris . ,2.5399297e-08,1.7109395e-06
58,ENG30-02125223-v,osetiti nečiji miris . ,2.5274286e-08,7.1389113e-06
59,ENG30-01887576-v,kretati se gladak i bez muka . ,9.677063e-07,4.751698e-06
60,ENG30-01886488-v,prolaziti ili se kretati nenametljiv ili gladak . ,1.6470104e-07,1.8012582e-06
61,ENG30-01587062-v,potpuno okružiti . ,2.282835e-08,1.9009228e-06
62,ENG30-01467370-v,protezati se istovremeno na sav strana . ,3.4202355e-08,1.876819e-06
63,ENG30-01976841-v,padati okomito . ,2.7597238e-08,1.9972824e-06
64,ENG30-02157731-v,Učiniti manje vidljiv ili nejasan . ,2.5861493e-08,4.039256e-06
65,ENG30-02158587-v,Učiniti neprepoznatljiv . ,4.4877503e-08,2.4635674e-06
66,ENG30-01334535-v,sakriti pod lažan pojava . ,2.1137316e-08,1.7713297e-06
67,ENG30-02163746-v,"Ugladati , opaziti oči . ",1.2018968e-07,1.8528582e-06
68,ENG30-02165543-v,Pažljivo ispitati . ,5.0585133e-08,1.7213484e-06
69,ENG30-02186506-v,proizvoditi ili emitovati prodoran zveketav zvuk . ,4.4352486e-08,1.8941149e-06
70,ENG30-02188587-v,"proizvoditi taj šuštav zvuk , kao kad motor raditi ili krilo lepršaj . ",2.1044714e-08,1.7357808e-06
71,ENG30-02212825-v,ne dati neki šta on pripadati . ,2.6077972e-08,3.3153553e-06
72,ENG30-02259005-v,zameniti ili dati nešto u zamena . ,2.9809474e-08,1.8114671e-06
73,ENG30-02290461-v,Steći korist . ,2.3713975e-08,1.7954275e-06
74,ENG30-02293321-v,predati neki ili nešto drugi . ,1.8008289e-07,3.1773186e-06
75,ENG30-02324026-v,dobiti privremeno . ,2.2477606e-08,1.7683034e-06
76,ENG30-02345647-v,pozajmiti nešto što jesam strogo potrebno . ,4.2786105e-08,3.775241e-06
77,ENG30-02349212-v,ukazati poverenje koji . ,6.541667e-12,0.99988765
78,ENG30-02378623-v,delovati protiv nešto . ,2.2297934e-08,6.906317e-06
79,ENG30-02384940-v,pozvati kao gost . ,2.2872552e-08,1.710871e-06
80,ENG30-02437707-v,biti zadužiti za nešto ili imati poslati sa nešto . ,3.6207727e-08,2.0158268e-06
81,ENG30-02485844-v,Ići sa neki na sastanak . ,3.0317562e-08,1.9631398e-06
82,ENG30-02506546-v,prisiliti ili obavezati neki da uraditi nešto . ,1.8374305e-07,2.755995e-06
83,ENG30-02570267-v,Ponašati se prema neki sa preteran popustljivost . ,2.576272e-07,5.9254926e-06
84,ENG30-01752884-v,Učiniti moguć . ,2.1736499e-08,1.0733501e-05
85,ENG30-02641035-v,privremeno prekinuti aktivnost pre nego što se nastaviti . ,2.2993188e-08,1.7395773e-06
86,ENG30-02652494-v,biti stanar ; privremeno boraviti . ,3.8872898e-08,3.1745626e-06
87,ENG30-02656390-v,obezbediti sklonište . ,2.0843737e-08,1.6857573e-06
88,ENG30-02664575-v,biti ili činiti osnova . ,1.9790181e-07,2.0728992e-06
89,ENG30-02700104-v,"biti u sklad , harmonija . ",0.95910686,3.9269761e-07
90,ENG30-02705535-v,biti deo . ,2.1075362e-08,1.6866288e-06
91,ENG30-02758033-v,obilno kišiti . ,2.3200906e-07,1.8633928e-06
92,ENG30-02733524-n,Građevinska konstrukcija ( obično zakriviti ) koji služiti da premostiti otvor ( arhitektura ) . ,3.0423806e-08,1.7180553e-06
93,ENG30-03462594-n,Površina ( kao zid ili platno ) pripremiti da primiti boja za slika ( umetnost ) . ,2.1393944e-08,1.6425192e-06
94,ENG30-08592165-n,Položaj koji trkač sa baza zauzimati kada se pripremati da napredovati ka sledeći baza ( bejzbol ) . ,2.2730466e-08,1.7716726e-06
95,ENG30-07293678-n,Pobeda dobiti na poen kada nem nokaut ( boks ) . ,7.038733e-08,4.6426658e-06
96,ENG30-05034473-n,karakteristika atom ili radikal ; njihov združiti moć dati u kategorija brojati atom vodonik ( ili ekvivalent ) ( hemija ) . ,2.5041125e-08,1.6394863e-06
97,ENG30-07977592-n,zbirka standardan program i podrutina koji se pohranjivati i stavljati na raspolaganje za trenutan upotreba ( informatika ) . ,3.2572498e-08,1.8952534e-06
98,ENG30-13562862-n,postepen i sređen proces promena u ekosistem koji jesam izazvati progresivno zamenjivanje jedan zajednica drugi dok se ne uspostaviti stabilan vrhunac ( ekologija ) . ,2.1470425e-08,1.8367747e-06
99,ENG30-13451804-n,"upotreba privredni dobro da biti se zadovoljiti potreba , ili u proizvodni svrha ( ekonomija ) . ",3.9489478e-07,2.8668162e-06
100,ENG30-07420991-n,Oštar prolazan talas u normalan električni stanje ( ili niz takav prolazan ) ( elektronika ) . ,2.3768447e-08,1.97006e-06
101,ENG30-13597794-n,u pozicioni brojni sistema pozitivan ceo broj koji jesam ekvivalentan jedinica na sledeći višem redni mesto ( matematika ) . ,3.246149e-08,1.6604486e-06
102,ENG30-05057061-n,Položaj na koji se po dužnost raspoređivati brod ili flota ( mornarica ) . ,4.4300393e-08,2.267719e-06
103,ENG30-01455732-a,"za zvuk , posebno glas . ",2.049742e-08,1.989989e-06
104,ENG30-07345593-n,progresivan ometanje koji se prenositi bez pomeranje sam sredstvo ( fizika ) . ,6.568209e-08,2.5358859e-06
105,ENG30-01221254-n,skup odgovor ili reakcija ili pokret koji prav organizam u biti kakav situacija ( psihologija ) . ,2.1246693e-08,1.7164963e-06
106,ENG30-01278080-a,"za osoba , koji stajati iznad drugi po karakter ili postignuće ili ugled . ",6.570341e-08,2.2863248e-06
107,ENG30-07968702-n,"Obično u množina , društven grupa čiji član kontrolisati neki polje rad i koji imati zajednički cilj . ",2.136161e-08,1.6450086e-06
108,ENG30-06630017-n,potvrda ili izraz dobar volja ( obično pri susret ) ,8.5018286e-08,2.0533048e-06
109,ENG30-08500213-n,dubok i udaljen deo . ,2.5477366e-08,1.738196e-06
110,ENG30-15235126-n,Šezdeseti deo minuta : osnovni jedinica vreme koji jesam usvojiti Međunarodni sitem merni jedinica . ,2.2329546e-08,1.6830795e-06
111,ENG30-15205532-n,sto godina . ,2.265105e-08,1.7438562e-06
112,ENG30-13863186-n,dvodimenzionalan oblik . ,2.1529601e-08,1.7125687e-06
113,ENG30-07201365-n,Čin opisivanje nešto . ,1.9400652e-08,1.7373508e-06
114,ENG30-00125629-n,Čin udaranje jedan stvar drugi . ,2.0479021e-08,1.7223897e-06
115,ENG30-07940448-n,osnovni grupa prirodan predmet . ,2.0531157e-08,1.6728158e-06
116,ENG30-09622928-n,voljen osoba ; koristiti se u izraz od milja . ,4.461356e-08,1.8175929e-06
117,ENG30-05949726-n,verovanje ili raspoloženje zajednički većina ljudi : glas narod . ,3.5000227e-08,1.718855e-06
118,ENG30-07929519-n,napitak koji se sastojati od primesa mleven zrno kafa . ,2.4763121e-08,1.909479e-06
119,ENG30-07933274-n,napitak koji se spravljati potapanje čajni list u voda . ,3.3475242e-08,2.1126607e-06
120,ENG30-05333777-n,krvni sud koji odvoditi krv iz srce u telo . ,2.4334424e-08,1.703153e-06
121,ENG30-04244997-n,mali čamac . ,1.9345226e-08,1.7033186e-06
122,ENG30-03329663-n,Brod koji prevoziti ljudi ili vozilo preko voden površina i raditi po redovan raspored . ,2.0441599e-08,1.6754997e-06
123,ENG30-02792552-n,Brod sa ravan dno za prenos težak teret ( posebno na kanal ) . ,1.9606892e-08,1.6719705e-06
