X,Predicted,Real
ekspanzija po raprostranjenosti ; učiniti nešto dostupan ,1,0
koji činiti živahan i veseo ,1,0
biti koji potez povući kao korak bliže cilj ,1,0
pojačati električni struja tako što deo izlazni snaga delovati na ulazni kola ,1,0
ruka ili neki predmet izazvati udarac . ,1,0
sposobnost da se razumeti ; razumeti i profitirati na iskustvo . ,1,0
uzrokovati da se neki ili nešto kretati vožnja ,1,0
poseban zvuk govor neki osoba . ,1,0
osoba koji voliti ili jesam voljen ,1,0
nadmoćan osećanje strah i zebnja ,1,0
čin koji nešto postajati širok ,1,0
čin produžavanje šta ,1,0
čokolada visok kvalitet koji sadržati najmanje @card@ procent kakao-putera ,1,0
apstrakcija koji pripadati neki entitet ili ga karakterisati . ,1,0
bez nada ili skoro bez nada ,0,1
osobina neki ko jesam voljan da podariti novac ili vreme . ,1,0
izraz na lice osoba . ,1,0
oprostiti neki deo kazna na koji jesam osuditi ,1,0
"Reći , tvrditi ili obaviti ponovo . ",1,0
radnik koji raditi skupljati žetva ,1,0
uzrokovati da šta raditi ili funkcionisati ,1,0
stanje opuštenost i neosećanja bol ,1,0
dovesti u stanje ravnoteža . ,1,0
neki čiji jesam posati da snabdevati potrošač određenom usluga ili dobar . ,1,0
učiniti da nešto početi da postojati ,1,0
"koji jesam u sklad sa fiksiran redosled , procedura ili princip . ",1,0
tražiti od neki da uraditi nešto ,1,0
"koji jesam vlik po količina , broj ili stepen . ",0,1
stanje u koji jesam osoba krepak i nem telesni i duševan bolest . ,1,0
odsustvo veza nešto prema nectem drugi . ,1,0
grupa virus koji obuhvatati i onaj koji kod ljudi izazivati infekcija gornji respiratoran put ili infektivan konjuktivitis ,1,0
javn prodaja dobro onaj ko ponuditi više ,1,0
hemikalija koji se dobijati veštački put ; na tržište najčešće u vida tableta ; dovoditi čovek u stanje euforija ,1,0
iznenadan napad koji uključivati nameran upotreba nasilje prema civil da biti se postignuti politički ili religiozan cilj . ,0,1
učiniti da nešto prestati da goreti ili svetliti ,1,0
Čin pri koji se pažljivo slušati . ,1,0
sudski nalog koji se nalagati prisustvo svedok sudski postupak ; neodazivanje sudski poziv imati za posledica izricanje kazna za nepoštovanje sud ,1,0
onaj koji jesam u stanje san ,1,0
Učiniti da nešto postati . ,1,0
proizvoditi cvet . ,1,0
strah od nepoznat ili od donošenje odluka ,1,0
( genetika ) karakteristika koji se nasleđivati po princip sav ili ništa i zavisiti od prisustvo pojedinačan gen ,1,0
osoba koji jesam član ministarski kabinet . ,1,0
podvrgnuti nedobronamernom smeh . ,1,0
"Jedina komponenta ličnost koji jesam prisutan od rođenje . ovaj aspekt ličnost lišiti jesam svaki logika , potpuno jesam nesvestan i obuhvatati instinktivno i primitivan ponašanje . Id jesam apsolutno iracionalan i funkcionisati u sklad sa princip zadovoljstvo i bol , zahtevati trenutno , neposredno zadovoljenje , kad god taj okolnost dozvoljavati . ako se ovaj potreba ne zadovoljiti odmah , rezultat jesam stanje anksioznost ili napetost . ",1,0
Sloboda od sumnja ; vera u sebe i svoj sposobnost . ,1,0
Društveni čin odvajanje . ,1,0
fagocit koji cirkulisati u krv ,1,0
"Učiniti da nešto biti puno , moći i u metaforičan značenje . ",1,0
ubijati ( životinja ) obično radi hrana ,0,1
Nešto ( kao činjenica ili okolnost ) što pokazivati da jesam čin biti razuman ili potreban . ,1,0
"Nezavistan , jesam spojiti ili sjediniti . ",1,0
klasičan filolog ili student slobodan veština ,1,0
