X,Predicted,Real
Tačka presek koordinatni osa ; gde jesam sav koordinatni vrednost nula . ,1,0
prosečan vrednost neki n broj izračunat primena neki funkcija ,1,0
dodeliti na neki položaj . ,1,0
neki ko proizvoditi oružje i municija . ,1,0
neki nizak rang ili položaj ili kvalitet . ,1,0
imovina koji nečiji poverilac moći da tržži u slučaj da ne ispuniti obaveza . ,1,0
ispoljavanje rastuženosti ,1,0
"polimer velik tvrdoća , otporan na visok temperatura ; koristiti se u proizvodnja lak , lepak , u elektronika ",1,0
velik lešinar visok anda koji imati crn perje i beo okovratnik . ,1,0
izvršenje ugovor u sklad sa predviđen uslov ,1,0
"osobina , svojstvo onaj što jesam konkavan ",1,0
staviti u uspravan položaj . ,1,0
"nastaviti postojati na neki mesto , položaj ili situacija ",1,0
sat koji pokazivati vreme pomoću skazaljka koji s ekontinuirano pomerati ,1,0
stanje stvar koji jesam skoro izvan nečiji mogućnost da jesam rešiti i zahtevati velik napor da se rešiti ili prevazići . ,1,0
biti koji od broj ili simbol koji činiti proizvod kada se međusobno pomnožiti . ,1,0
zamisliti neki ideja . ,1,0
osoba koji zabavljati drugi blesav ponašanje ,1,0
hemijski jedinjenje koji činiti samo dva element ,1,0
"postepeno prelaziti u odrediti stanje , preuzimati određenu osobina ili atribut ; postajati ",1,0
"Složeni karbohidrat koji se sreća usemenkama , voće , gomolj , koren i stabljika biljka , a posebno kukuruz , krompir , pirinač i pšenica ; važan prehrambeni proizvod , koristiti se u aditiv i za zgunjnjavanje . ",1,0
koji činiti ceo količina ili raspon ,1,0
položaj sudija ,1,0
obožavanje drveće ,1,0
biti ili činiti osnova . ,1,0
poboljšati čiji položaj ,1,0
stanje kada jesam čovek prognati ili ostrakiziran ( isključiti iz društvo sveopšti odluka ) ,1,0
stanje u kme jesam nešto prisutan . ,1,0
obratiti poseban pažnja . ,1,0
Osećanje velik žalost povezati sa gubitak ili lišavanje . ,1,0
deo lice iznad oči . ,1,0
promena položaj nagore ,1,0
aktivnost koji se kršiti moralan ili pravni norma ,1,0
pretrpeti promena u položaj telo . ,1,0
stanje nepovezanosti u pamćenje ili mašta ,1,0
Koginitivni proces donošenje odluka . ,1,0
Oštar prolazan talas u normalan električni stanje ( ili niz takav prolazan ) ( elektronika ) . ,1,0
"čestica za koji vagati Boze-Ajnštajnova statistika , ali za koji na vagati Paulijeva princip isključenje ",1,0
matematički progresija u koji se svaki član množiti konstantan vrednost da biti se dobiti naredni član ,1,0
osoba koji nezakonito držati žrtva zatvoren obično tražiti otkup ,1,0
"dužnost koji morati da ispuniti , posebno u oružan snaga ",1,0
pripadati velik klasa siloksana koji jesam obično stabilan na različit temperatura ,1,0
stanje koji karakterisati osećanje u raspon od blag nezadovoljstvo do dubok bol . ,1,0
odmor povratiti snaga . ,1,0
u grčki mitologija boginja mesec ; u rimski mitologija odgovarati ona Luna ,1,0
"ceo struktura , kakav jesam zgrada , koji činiti međusobno povezati struktura . ",1,0
visok zemaljski ptica : noj . ,1,0
semantički odnos između dva reč koji moći ( u dat kontekst ) da izražavati isti značenje ,1,0
"biti vlasnik , posednik ( stanje ) . ",1,0
koji moći da se redukovati ,0,1
bolest koji karakterisati neki zapaljenski proces ,1,0
radiografija koji koristiti X-zrake da proizvesti rentgenogram ,1,0
Draguxar koji proizvoditi nakit od zlato . ,1,0
koji izražavati posedovanje ,1,0
uzeti kao neželjen posledica neki događaj ili stanje stvar . ,1,0
postaviti u neki položaj . ,1,0
karakter koji se dodavati na kraj blok podatak koji se transmitovati i koristiti se za provera ispravnost transmisija ,1,0
upadljiv uspeh . ,0,1
velik paprat sa dubok koren i usparavnim perast lišće . ,1,0
navodni supstanca za koji se verovati da obezbeđivati večan život ; nekada jesam jesam tražiti alhemičar ,1,0
biti šta što jesam opšte prihvaćen kao standard vrednost ili mera bogatstvo u određenoj zemlja ili region . ,1,0
"odbijanje da prihvatiti neki autoritet , kod ili konvencija ",1,0
potvrditi konsultovati se sa izvor ili autoritet ,1,0
umetnik iz perioda romantizam ili koji jesam pod uticaj romantizam . ,1,0
nem rog ; u gornji vilica nem sekutić ; očnjak gornji vilica jako razviti ; po neki osobina sličan kamila . ,1,0
Čin koji se prelaziti iz jedan stanje ili nestati u sledeći . ,1,0
"gas , tečnost i čvrst tvar jesam tri uobičajen agregatni stanje . ",1,0
Psihološko svojstvo koji pobuđivati neki organizam na akcija prema željen cilj ; razlog za akcija ; onaj što davati namera i usmeravati ponašanje . ,1,0
tri boginja sudbina ; u grčki mitologija ona odgovarati Mojra ,1,0
podizati nivo ili količina nešto . ,1,0
velik luksuzan kola ; često ona voziti šofer . ,1,0
promena sa jedan mesto ili stanje ili stepen u drugi . ,1,0
stanje zatočenosti ( obično za kratak vreme ) ,1,0
slatkovodni cilijata sa ovalan telo i i veoma dubok usni žljeb ,1,0
supstanca pomoću koji se nešto postignuti ,1,0
dozvola ( ovlašćenje ) koji se odobravati njen imalac da prodaja alkoholni pića ,1,0
ispuniti slutnja ili uznemirenost ; izazvati neprijatan iznenađenost ,1,0
stanje koji još ne odgovarati zrelost . ,1,0
u rimski mitologija nevin boginja lov i mesečina ; u grčki mitologija ona odgovarati Artemida ,1,0
Povećati cena . ,1,0
biti smestiti negde ; zauzimati odrediti položaj . ,1,0
zagovaranje za sistem vladavina u sklad sa ustavan princip ,1,0
vreme koji pokazivati časovnik . ,1,0
božanstvo koji se obožavati u drevan Rim ,1,0
"Podrvgunti nešto obraditi ili tretman , sa cilj da se taj učiniti spreman za neki namena , da se poboljšati , ili da on se popraviti stanje . ",1,0
akumuliran zemlja i kamenje koji donositi glečer ,1,0
dokaz koji ukazivati na moguć rešenje ,1,0
